Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
9700	0.6365	-nan	0.6365	0.639351	0.0196039	0	0.6958	-nan	0.6958	0.692451	0.0271445	0	0.645	-nan	0.645	0.651069	0.0518139	0
9800	0.6345	-nan	0.6345	0.635236	0.0197787	0	0.6848	-nan	0.6848	0.687981	0.0219249	0	0.6542	-nan	0.6542	0.658456	0.062726	0
9900	0.6327	-nan	0.6327	0.629895	0.0199466	0	0.7043	-nan	0.7043	0.70292	0.0259082	0	0.6584	-nan	0.6584	0.654791	0.0537318	0
10000	0.6443	-nan	0.6443	0.647665	0.0266931	0	0.6993	-nan	0.6993	0.706548	0.0274397	0	0.6592	-nan	0.6592	0.651854	0.0640953	0
10100	0.6545	-nan	0.6545	0.657648	0.0259611	0	0.7091	-nan	0.7091	0.705627	0.0226193	0	0.6225	-nan	0.6225	0.618083	0.0422645	0
10200	0.6561	-nan	0.6561	0.65583	0.0292509	0	0.6995	-nan	0.6995	0.700148	0.0226618	0	0.6568	-nan	0.6568	0.653426	0.0607046	0
10300	0.6514	-nan	0.6514	0.657686	0.0290049	0	0.7016	-nan	0.7016	0.699398	0.0259744	0	0.6681	-nan	0.6681	0.675964	0.0470698	0
10400	0.663	-nan	0.663	0.667043	0.0245146	0	0.7094	-nan	0.7094	0.703083	0.0242484	0	0.6674	-nan	0.6674	0.67237	0.0495683	0
10500	0.6571	-nan	0.6571	0.657189	0.0302202	0	0.7182	-nan	0.7182	0.716229	0.02696	0	0.6563	-nan	0.6563	0.656789	0.0509254	0
10600	0.6462	-nan	0.6462	0.648186	0.0311535	0	0.7057	-nan	0.7057	0.710883	0.0297116	0	0.6614	-nan	0.6614	0.66816	0.05702	0
10700	0.6719	-nan	0.6719	0.665734	0.0361314	0	0.7007	-nan	0.7007	0.697565	0.030404	0	0.669	-nan	0.669	0.661979	0.0607022	0
10800	0.664	-nan	0.664	0.662673	0.0337343	0	0.6821	-nan	0.6821	0.680593	0.0330468	0	0.6717	-nan	0.6717	0.663072	0.0584291	0
10900	0.6518	-nan	0.6518	0.654622	0.0386293	0	0.68	-nan	0.68	0.678177	0.027515	0	0.6625	-nan	0.6625	0.662413	0.0472891	0
11000	0.644	-nan	0.644	0.642489	0.0417752	0	0.6842	-nan	0.6842	0.682753	0.0240993	0	0.6587	-nan	0.6587	0.661375	0.0377624	0
11100	0.6449	-nan	0.6449	0.649031	0.0524863	0	0.6858	-nan	0.6858	0.685229	0.0262352	0	0.6479	-nan	0.6479	0.648208	0.0362959	0
11200	0.6528	-nan	0.6528	0.647327	0.0511908	0	0.6931	-nan	0.6931	0.68954	0.0319437	0	0.6484	-nan	0.6484	0.64814	0.0421714	0
11300	0.6365	-nan	0.6365	0.63478	0.040466	0	0.6981	-nan	0.6981	0.693061	0.03886	0	0.6301	-nan	0.6301	0.636377	0.0404514	0
11400	0.6241	-nan	0.6241	0.621885	0.0188409	0	0.6959	-nan	0.6959	0.6957	0.034545	0	0.6633	-nan	0.6633	0.661309	0.0588746	0
11500	0.6289	-nan	0.6289	0.627408	0.0198238	0	0.6648	-nan	0.6648	0.668502	0.0277095	0	0.6451	-nan	0.6451	0.644251	0.0568408	0
11600	0.626	-nan	0.626	0.629787	0.0236686	0	0.6894	-nan	0.6894	0.68687	0.0396934	0	0.6665	-nan	0.6665	0.660322	0.0634934	0
11700	0.6399	-nan	0.6399	0.639382	0.0207985	0	0.6895	-nan	0.6895	0.687239	0.0443024	0	0.6336	-nan	0.6336	0.644106	0.0565372	0
11800	0.6474	-nan	0.6474	0.646818	0.0212172	0	0.6922	-nan	0.6922	0.689566	0.0476216	0	0.6418	-nan	0.6418	0.646287	0.0572528	0
