Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
19000	0.6864	-nan	0.6864	0.684669	0.0356002	0	0.6793	-nan	0.6793	0.675925	0.0309187	0	0.6576	-nan	0.6576	0.661123	0.025043	0	0.6547	-nan	0.6547	0.660198	0.0290676	0	0.6933	-nan	0.6933	0.685148	0.0163765	0	0.5959	-nan	0.5959	0.592068	0.0236293	0	0.6149	-nan	0.6149	0.615439	0.0166838	0	0.7107	-nan	0.7107	0.712922	0.0402424	0	0.6527	-nan	0.6527	0.652972	0.041021	0	0.6809	-nan	0.6809	0.681827	0.138089	0
19500	0.6474	-nan	0.6474	0.650705	0.032824	0	0.6525	-nan	0.6525	0.646902	0.0312662	0	0.6638	-nan	0.6638	0.659727	0.0338128	0	0.6735	-nan	0.6735	0.671366	0.0173706	0	0.6989	-nan	0.6989	0.698207	0.0391674	0	0.6288	-nan	0.6288	0.625853	0.0216723	0	0.5973	-nan	0.5973	0.598855	0.0240567	0	0.6578	-nan	0.6578	0.662793	0.0244449	0	0.6679	-nan	0.6679	0.662102	0.0675887	0	0.6635	-nan	0.6635	0.654172	0.142295	0
20000	0.6681	-nan	0.6681	0.672129	0.0125908	0	0.6364	-nan	0.6364	0.635819	0.0318188	0	0.6933	-nan	0.6933	0.691089	0.0347718	0	0.6698	-nan	0.6698	0.676099	0.0262321	0	0.6867	-nan	0.6867	0.687466	0.0338699	0	0.6514	-nan	0.6514	0.649145	0.0267041	0	0.6232	-nan	0.6232	0.626577	0.0278728	0	0.6834	-nan	0.6834	0.680881	0.0189386	0	0.6508	-nan	0.6508	0.654101	0.0729556	0	0.7198	-nan	0.7198	0.727351	0.109108	0
20500	0.6556	-nan	0.6556	0.660665	0.0282809	0	0.6856	-nan	0.6856	0.684419	0.0236561	0	0.6924	-nan	0.6924	0.688385	0.0285559	0	0.6747	-nan	0.6747	0.674704	0.0138957	0	0.6816	-nan	0.6816	0.683283	0.0146257	0	0.6418	-nan	0.6418	0.636912	0.0372724	0	0.6377	-nan	0.6377	0.626034	0.0217912	0	0.6625	-nan	0.6625	0.663204	0.0413119	0	0.6862	-nan	0.6862	0.684824	0.0238646	0	0.6544	-nan	0.6544	0.65976	0.150576	0
21000	0.6705	-nan	0.6705	0.667788	0.034435	0	0.6967	-nan	0.6967	0.69785	0.015121	0	0.6901	-nan	0.6901	0.682668	0.0207878	0	0.6803	-nan	0.6803	0.680425	0.0247846	0	0.6847	-nan	0.6847	0.684067	0.0233625	0	0.6447	-nan	0.6447	0.647362	0.0214586	0	0.6457	-nan	0.6457	0.642609	0.0351174	0	0.6452	-nan	0.6452	0.649663	0.0183912	0	0.6647	-nan	0.6647	0.675606	0.0164976	0	0.6395	-nan	0.6395	0.642646	0.186418	0
21500	0.6347	-nan	0.6347	0.632398	0.0154698	0	0.682	-nan	0.682	0.687455	0.0165518	0	0.6936	-nan	0.6936	0.693979	0.0149457	0	0.6846	-nan	0.6846	0.692486	0.0277417	0	0.6652	-nan	0.6652	0.662666	0.0170917	0	0.6723	-nan	0.6723	0.671855	0.0310297	0	0.6624	-nan	0.6624	0.66057	0.0378078	0	0.6408	-nan	0.6408	0.644596	0.0228855	0	0.6729	-nan	0.6729	0.675671	0.029435	0	0.7043	-nan	0.7043	0.695232	0.150647	0
22000	0.6546	-nan	0.6546	0.649311	0.0353329	0	0.657	-nan	0.657	0.659368	0.0262889	0	0.6714	-nan	0.6714	0.679011	0.0149533	0	0.6917	-nan	0.6917	0.677171	0.0154659	0	0.6499	-nan	0.6499	0.654955	0.0148629	0	0.6832	-nan	0.6832	0.677902	0.0194672	0	0.6538	-nan	0.6538	0.651094	0.0292009	0	0.6619	-nan	0.6619	0.653095	0.0258016	0	0.6587	-nan	0.6587	0.664627	0.0199082	0	0.7159	-nan	0.7159	0.713934	0.167156	0
22500	0.6893	-nan	0.6893	0.694332	0.0466387	0	0.6338	-nan	0.6338	0.634672	0.0345101	0	0.6688	-nan	0.6688	0.670715	0.0160856	0	0.669	-nan	0.669	0.677229	0.0245664	0	0.645	-nan	0.645	0.636259	0.0128375	0	0.6688	-nan	0.6688	0.664575	0.017525	0	0.6237	-nan	0.6237	0.623033	0.0208933	0	0.6342	-nan	0.6342	0.638764	0.0192719	0	0.6779	-nan	0.6779	0.673174	0.0189591	0	0.6586	-nan	0.6586	0.663415	0.193142	0
23000	0.6674	-nan	0.6674	0.667601	0.0504249	0	0.6347	-nan	0.6347	0.645869	0.0275382	0	0.6833	-nan	0.6833	0.686542	0.0279351	0	0.6674	-nan	0.6674	0.669351	0.0165489	0	0.6484	-nan	0.6484	0.654044	0.0177546	0	0.6628	-nan	0.6628	0.660079	0.01467	0	0.6385	-nan	0.6385	0.643068	0.0431145	0	0.632	-nan	0.632	0.635753	0.0194417	0	0.6713	-nan	0.6713	0.676071	0.0120916	0	0.674	-nan	0.674	0.683536	0.138932	0
23500	0.6826	-nan	0.6826	0.687482	0.0401233	0	0.6706	-nan	0.6706	0.670154	0.0138601	0	0.6638	-nan	0.6638	0.664791	0.0144007	0	0.6877	-nan	0.6877	0.680893	0.0208018	0	0.6506	-nan	0.6506	0.645984	0.02209	0	0.6377	-nan	0.6377	0.644833	0.0203183	0	0.641	-nan	0.641	0.642123	0.0428439	0	0.6485	-nan	0.6485	0.648615	0.0149107	0	0.6589	-nan	0.6589	0.661566	0.0178857	0	0.693	-nan	0.693	0.687247	0.0868031	0
24000	0.7007	-nan	0.7007	0.70559	0.0352558	0	0.6848	-nan	0.6848	0.679687	0.0207167	0	0.6479	-nan	0.6479	0.644742	0.0341661	0	0.6759	-nan	0.6759	0.676272	0.041012	0	0.6286	-nan	0.6286	0.632652	0.030637	0	0.6257	-nan	0.6257	0.630454	0.0260403	0	0.6525	-nan	0.6525	0.647975	0.0404575	0	0.6414	-nan	0.6414	0.641182	0.018338	0	0.657	-nan	0.657	0.656719	0.0130938	0	0.6762	-nan	0.6762	0.664456	0.161109	0
24500	0.6445	-nan	0.6445	0.642732	0.0314342	0	0.6823	-nan	0.6823	0.685195	0.0206339	0	0.6719	-nan	0.6719	0.680249	0.0222054	0	0.6512	-nan	0.6512	0.644591	0.0141168	0	0.6527	-nan	0.6527	0.654895	0.0323951	0	0.6378	-nan	0.6378	0.637612	0.0410725	0	0.6572	-nan	0.6572	0.652569	0.0299037	0	0.6249	-nan	0.6249	0.632255	0.0264347	0	0.6445	-nan	0.6445	0.648815	0.0161883	0	0.6646	-nan	0.6646	0.655997	0.153332	0
25000	0.6396	-nan	0.6396	0.640701	0.0276404	0	0.6802	-nan	0.6802	0.680668	0.013983	0	0.6588	-nan	0.6588	0.658993	0.022167	0	0.6483	-nan	0.6483	0.653066	0.0285182	0	0.6641	-nan	0.6641	0.659622	0.0226484	0	0.6369	-nan	0.6369	0.634574	0.0176521	0	0.6603	-nan	0.6603	0.658145	0.014541	0	0.6583	-nan	0.6583	0.659999	0.0302085	0	0.6308	-nan	0.6308	0.637642	0.0221678	0	0.6657	-nan	0.6657	0.670453	0.118958	0
25500	0.6912	-nan	0.6912	0.685292	0.0338599	0	0.665	-nan	0.665	0.667648	0.0210527	0	0.6497	-nan	0.6497	0.642128	0.0344284	0	0.6604	-nan	0.6604	0.654729	0.0390718	0	0.6505	-nan	0.6505	0.645551	0.0193544	0	0.6345	-nan	0.6345	0.632695	0.0231235	0	0.6676	-nan	0.6676	0.67131	0.0225827	0	0.6486	-nan	0.6486	0.653849	0.0295137	0	0.658	-nan	0.658	0.654238	0.0155761	0	0.6996	-nan	0.6996	0.712798	0.0151815	0
26000	0.6933	-nan	0.6933	0.69506	0.0406547	0	0.6695	-nan	0.6695	0.670408	0.023989	0	0.6569	-nan	0.6569	0.659555	0.0172612	0	0.6168	-nan	0.6168	0.617382	0.0474594	0	0.6288	-nan	0.6288	0.636096	0.0207263	0	0.6196	-nan	0.6196	0.622993	0.0287726	0	0.6742	-nan	0.6742	0.667641	0.0441338	0	0.6333	-nan	0.6333	0.628283	0.0216163	0	0.6419	-nan	0.6419	0.646253	0.0282236	0	0.7175	-nan	0.7175	0.711929	0.0225291	0
26500	0.6855	-nan	0.6855	0.677584	0.0379138	0	0.6572	-nan	0.6572	0.660264	0.0301013	0	0.6753	-nan	0.6753	0.677853	0.011534	0	0.6677	-nan	0.6677	0.662236	0.0453221	0	0.6562	-nan	0.6562	0.651883	0.0188694	0	0.6306	-nan	0.6306	0.633995	0.0158753	0	0.6747	-nan	0.6747	0.672242	0.0454018	0	0.6199	-nan	0.6199	0.617004	0.0167268	0	0.6373	-nan	0.6373	0.631272	0.0285988	0	0.6698	-nan	0.6698	0.670444	0.0169308	0
27000	0.6745	-nan	0.6745	0.670469	0.0356886	0	0.667	-nan	0.667	0.667353	0.0610221	0	0.6708	-nan	0.6708	0.669846	0.0185463	0	0.6675	-nan	0.6675	0.652427	0.0225438	0	0.652	-nan	0.652	0.650519	0.0235749	0	0.6364	-nan	0.6364	0.631829	0.0147303	0	0.6844	-nan	0.6844	0.686747	0.0271645	0	0.616	-nan	0.616	0.620492	0.0323416	0	0.6151	-nan	0.6151	0.615045	0.0195826	0	0.6829	-nan	0.6829	0.680749	0.0161144	0
27500	0.6296	-nan	0.6296	0.625519	0.0328156	0	0.7182	-nan	0.7182	0.710817	0.0681367	0	0.6501	-nan	0.6501	0.660363	0.0200931	0	0.6664	-nan	0.6664	0.661753	0.0140416	0	0.6464	-nan	0.6464	0.643068	0.0396588	0	0.6394	-nan	0.6394	0.641148	0.0221219	0	0.6584	-nan	0.6584	0.665007	0.019505	0	0.649	-nan	0.649	0.64528	0.0146067	0	0.6077	-nan	0.6077	0.616662	0.0262716	0	0.697	-nan	0.697	0.697228	0.0185763	0
28000	0.6635	-nan	0.6635	0.665249	0.0124469	0	0.6861	-nan	0.6861	0.682113	0.0905825	0	0.6564	-nan	0.6564	0.661119	0.0289143	0	0.6596	-nan	0.6596	0.658573	0.0202566	0	0.6404	-nan	0.6404	0.645326	0.0302507	0	0.6661	-nan	0.6661	0.67175	0.021189	0	0.65	-nan	0.65	0.656342	0.0219538	0	0.6181	-nan	0.6181	0.621259	0.0209467	0	0.6626	-nan	0.6626	0.658099	0.0172338	0	0.6761	-nan	0.6761	0.677835	0.0220122	0
28500	0.6529	-nan	0.6529	0.648124	0.0223923	0	0.6906	-nan	0.6906	0.695956	0.0861844	0	0.6956	-nan	0.6956	0.69371	0.0245068	0	0.6785	-nan	0.6785	0.670371	0.0213304	0	0.6472	-nan	0.6472	0.647087	0.0231857	0	0.6745	-nan	0.6745	0.6759	0.0194713	0	0.6558	-nan	0.6558	0.667567	0.0261654	0	0.6241	-nan	0.6241	0.626869	0.0403523	0	0.651	-nan	0.651	0.660097	0.0460494	0	0.6818	-nan	0.6818	0.680897	0.0265299	0
29000	0.6487	-nan	0.6487	0.659186	0.0155012	0	0.6863	-nan	0.6863	0.690532	0.0865815	0	0.6815	-nan	0.6815	0.684657	0.0409184	0	0.6454	-nan	0.6454	0.65813	0.0296916	0	0.6541	-nan	0.6541	0.654966	0.0160871	0	0.694	-nan	0.694	0.691986	0.0167209	0	0.6484	-nan	0.6484	0.646776	0.0138616	0	0.6581	-nan	0.6581	0.655804	0.0617757	0	0.6647	-nan	0.6647	0.658017	0.039141	0	0.6453	-nan	0.6453	0.647564	0.0151927	0
29500	0.6744	-nan	0.6744	0.668671	0.0147607	0	0.6512	-nan	0.6512	0.655817	0.0957917	0	0.6462	-nan	0.6462	0.648783	0.0312886	0	0.6755	-nan	0.6755	0.671584	0.0342267	0	0.6919	-nan	0.6919	0.693618	0.029599	0	0.6732	-nan	0.6732	0.680091	0.0277566	0	0.6374	-nan	0.6374	0.64203	0.0411484	0	0.6571	-nan	0.6571	0.657909	0.0697475	0	0.6556	-nan	0.6556	0.657073	0.0295444	0	0.639	-nan	0.639	0.642994	0.0212786	0
30000	0.6583	-nan	0.6583	0.66701	0.0157393	0	0.6788	-nan	0.6788	0.680953	0.119279	0	0.6479	-nan	0.6479	0.646632	0.0334365	0	0.6771	-nan	0.6771	0.674536	0.0232041	0	0.6753	-nan	0.6753	0.668344	0.0450356	0	0.6835	-nan	0.6835	0.676885	0.0383136	0	0.6327	-nan	0.6327	0.636784	0.0505063	0	0.6389	-nan	0.6389	0.634292	0.0766074	0	0.647	-nan	0.647	0.654726	0.0352066	0	0.6376	-nan	0.6376	0.640798	0.0252783	0
30500	0.6574	-nan	0.6574	0.653762	0.0236263	0	0.6972	-nan	0.6972	0.694932	0.0976574	0	0.6438	-nan	0.6438	0.637003	0.0302463	0	0.6837	-nan	0.6837	0.694571	0.0191769	0	0.6533	-nan	0.6533	0.650559	0.0200854	0	0.6739	-nan	0.6739	0.662987	0.0271434	0	0.6715	-nan	0.6715	0.656187	0.0496667	0	0.6838	-nan	0.6838	0.684654	0.0364412	0	0.6652	-nan	0.6652	0.668926	0.0351629	0	0.6439	-nan	0.6439	0.64114	0.0266577	0
31000	0.6711	-nan	0.6711	0.670311	0.0120578	0	0.6671	-nan	0.6671	0.669385	0.100299	0	0.6462	-nan	0.6462	0.650861	0.024527	0	0.6812	-nan	0.6812	0.686364	0.0264661	0	0.66	-nan	0.66	0.65804	0.022908	0	0.6851	-nan	0.6851	0.6855	0.0353085	0	0.6092	-nan	0.6092	0.624444	0.0436347	0	0.6291	-nan	0.6291	0.631533	0.0577735	0	0.634	-nan	0.634	0.639903	0.0151011	0	0.6476	-nan	0.6476	0.649484	0.0213066	0
31500	0.6751	-nan	0.6751	0.679873	0.0173719	0	0.66	-nan	0.66	0.655578	0.102531	0	0.6346	-nan	0.6346	0.636452	0.0201959	0	0.6938	-nan	0.6938	0.687286	0.0326597	0	0.6752	-nan	0.6752	0.669456	0.0307877	0	0.6832	-nan	0.6832	0.688665	0.0357804	0	0.6903	-nan	0.6903	0.688094	0.0431599	0	0.6525	-nan	0.6525	0.654588	0.0262652	0	0.6334	-nan	0.6334	0.626876	0.0194897	0	0.67	-nan	0.67	0.665952	0.0321725	0
32000	0.6481	-nan	0.6481	0.656207	0.0207533	0	0.6999	-nan	0.6999	0.700743	0.0332335	0	0.6322	-nan	0.6322	0.633143	0.0294566	0	0.687	-nan	0.687	0.687508	0.0418548	0	0.6827	-nan	0.6827	0.68673	0.0309041	0	0.6833	-nan	0.6833	0.68262	0.0357197	0	0.6368	-nan	0.6368	0.645538	0.0241736	0	0.6685	-nan	0.6685	0.665768	0.013869	0	0.6333	-nan	0.6333	0.626134	0.0406559	0	0.6594	-nan	0.6594	0.656646	0.0280564	0
32500	0.667	-nan	0.667	0.66819	0.0206208	0	0.6886	-nan	0.6886	0.693031	0.0546457	0	0.6381	-nan	0.6381	0.63777	0.0275874	0	0.6885	-nan	0.6885	0.678333	0.0485927	0	0.6839	-nan	0.6839	0.688314	0.0321871	0	0.6367	-nan	0.6367	0.638685	0.0230178	0	0.6289	-nan	0.6289	0.628763	0.0325422	0	0.6271	-nan	0.6271	0.62938	0.0223205	0	0.653	-nan	0.653	0.64668	0.014986	0	0.682	-nan	0.682	0.681969	0.0199388	0
33000	0.6688	-nan	0.6688	0.659449	0.0270079	0	0.6764	-nan	0.6764	0.687239	0.0346108	0	0.6056	-nan	0.6056	0.608805	0.0206122	0	0.7071	-nan	0.7071	0.70954	0.0241265	0	0.6877	-nan	0.6877	0.688907	0.0208356	0	0.6942	-nan	0.6942	0.692107	0.0582191	0	0.6452	-nan	0.6452	0.643479	0.0319581	0	0.6495	-nan	0.6495	0.648656	0.0231507	0	0.6697	-nan	0.6697	0.668041	0.0177346	0	0.6885	-nan	0.6885	0.681054	0.0223702	0
33500	0.6242	-nan	0.6242	0.633476	0.021221	0	0.6766	-nan	0.6766	0.678646	0.0322734	0	0.6239	-nan	0.6239	0.622263	0.0218766	0	0.7166	-nan	0.7166	0.71682	0.0222166	0	0.6775	-nan	0.6775	0.673867	0.0236594	0	0.6906	-nan	0.6906	0.692745	0.0398264	0	0.6438	-nan	0.6438	0.643006	0.0173596	0	0.6651	-nan	0.6651	0.655945	0.0319172	0	0.6708	-nan	0.6708	0.673608	0.0247305	0	0.6753	-nan	0.6753	0.680329	0.0220523	0
34000	0.6129	-nan	0.6129	0.62424	0.0403954	0	0.6821	-nan	0.6821	0.677976	0.0404481	0	0.6523	-nan	0.6523	0.652836	0.0352872	0	0.7092	-nan	0.7092	0.704731	0.0160084	0	0.6839	-nan	0.6839	0.69173	0.0224869	0	0.7347	-nan	0.7347	0.733715	0.04803	0	0.6457	-nan	0.6457	0.652365	0.019602	0	0.6335	-nan	0.6335	0.639653	0.0319847	0	0.6409	-nan	0.6409	0.650937	0.0272688	0	0.6972	-nan	0.6972	0.696379	0.0282651	0
34500	0.6225	-nan	0.6225	0.623265	0.0158809	0	0.6396	-nan	0.6396	0.647613	0.0290374	0	0.6657	-nan	0.6657	0.666874	0.0317425	0	0.6795	-nan	0.6795	0.674185	0.0298477	0	0.6684	-nan	0.6684	0.670602	0.0277481	0	0.7281	-nan	0.7281	0.73217	0.0518729	0	0.6412	-nan	0.6412	0.650872	0.0196673	0	0.6421	-nan	0.6421	0.637632	0.0162804	0	0.6363	-nan	0.6363	0.626346	0.020487	0	0.6968	-nan	0.6968	0.701831	0.0431471	0
35000	0.6572	-nan	0.6572	0.653611	0.0251529	0	0.6735	-nan	0.6735	0.672829	0.0298656	0	0.6588	-nan	0.6588	0.660756	0.0145191	0	0.6761	-nan	0.6761	0.674325	0.0173313	0	0.6381	-nan	0.6381	0.641751	0.0230765	0	0.7187	-nan	0.7187	0.713482	0.0234258	0	0.6598	-nan	0.6598	0.663367	0.0217556	0	0.6477	-nan	0.6477	0.645244	0.0187668	0	0.6522	-nan	0.6522	0.648354	0.0226791	0	0.7142	-nan	0.7142	0.711819	0.0324087	0
35500	0.6487	-nan	0.6487	0.647319	0.0181396	0	0.6721	-nan	0.6721	0.67938	0.0219897	0	0.6504	-nan	0.6504	0.655218	0.0182426	0	0.6615	-nan	0.6615	0.660502	0.0217939	0	0.6491	-nan	0.6491	0.643568	0.0164189	0	0.7179	-nan	0.7179	0.71634	0.0386918	0	0.6686	-nan	0.6686	0.665739	0.0232744	0	0.6918	-nan	0.6918	0.694132	0.036798	0	0.6438	-nan	0.6438	0.645087	0.0222862	0	0.6775	-nan	0.6775	0.684525	0.0306089	0
36000	0.6659	-nan	0.6659	0.668278	0.0467917	0	0.634	-nan	0.634	0.640997	0.0182207	0	0.6279	-nan	0.6279	0.627619	0.00872689	0	0.6937	-nan	0.6937	0.68887	0.0239722	0	0.6369	-nan	0.6369	0.634873	0.0150886	0	0.7037	-nan	0.7037	0.700885	0.0379465	0	0.6704	-nan	0.6704	0.675697	0.0212748	0	0.713	-nan	0.713	0.710247	0.0211703	0	0.6648	-nan	0.6648	0.663483	0.0231442	0	0.6779	-nan	0.6779	0.680646	0.032744	0
36500	0.7016	-nan	0.7016	0.698155	0.0359939	0	0.6421	-nan	0.6421	0.641039	0.0221832	0	0.6395	-nan	0.6395	0.635878	0.0187562	0	0.6769	-nan	0.6769	0.674566	0.023521	0	0.6016	-nan	0.6016	0.605272	0.0172997	0	0.676	-nan	0.676	0.676407	0.026731	0	0.6648	-nan	0.6648	0.660597	0.0352412	0	0.7126	-nan	0.7126	0.709688	0.0257432	0	0.6734	-nan	0.6734	0.674421	0.0279872	0	0.6678	-nan	0.6678	0.66577	0.0128957	0
37000	0.6805	-nan	0.6805	0.673795	0.0443235	0	0.6637	-nan	0.6637	0.664029	0.0299032	0	0.6474	-nan	0.6474	0.645124	0.0276304	0	0.6899	-nan	0.6899	0.689541	0.0212064	0	0.6284	-nan	0.6284	0.615914	0.0202859	0	0.704	-nan	0.704	0.700715	0.0470396	0	0.6503	-nan	0.6503	0.644592	0.0211821	0	0.7126	-nan	0.7126	0.706964	0.0377455	0	0.6768	-nan	0.6768	0.672453	0.0135238	0	0.6731	-nan	0.6731	0.671266	0.034265	0
37500	0.6301	-nan	0.6301	0.630434	0.0628126	0	0.6682	-nan	0.6682	0.668248	0.0279947	0	0.6639	-nan	0.6639	0.664473	0.0159103	0	0.6822	-nan	0.6822	0.680202	0.0192667	0	0.6544	-nan	0.6544	0.652449	0.0352053	0	0.6749	-nan	0.6749	0.674337	0.0265205	0	0.6671	-nan	0.6671	0.671108	0.0190765	0	0.7018	-nan	0.7018	0.702043	0.0452448	0	0.6695	-nan	0.6695	0.668513	0.0106484	0	0.661	-nan	0.661	0.66321	0.024644	0
38000	0.7094	-nan	0.7094	0.712016	0.0415587	0	0.6578	-nan	0.6578	0.656829	0.0198799	0	0.6902	-nan	0.6902	0.68963	0.0279787	0	0.6849	-nan	0.6849	0.682632	0.0259516	0	0.6287	-nan	0.6287	0.629224	0.0418105	0	0.6701	-nan	0.6701	0.672062	0.0234106	0	0.67	-nan	0.67	0.674461	0.0140891	0	0.6648	-nan	0.6648	0.668553	0.0387159	0	0.6552	-nan	0.6552	0.656991	0.0255709	0	0.6408	-nan	0.6408	0.643017	0.0209424	0
38500	0.7417	-nan	0.7417	0.752811	0.0170816	0	0.6531	-nan	0.6531	0.649394	0.0272541	0	0.6638	-nan	0.6638	0.656829	0.0183598	0	0.7003	-nan	0.7003	0.694394	0.016459	0	0.6355	-nan	0.6355	0.634733	0.0351897	0	0.6849	-nan	0.6849	0.682508	0.0212231	0	0.69	-nan	0.69	0.690594	0.0240287	0	0.6679	-nan	0.6679	0.667476	0.0553151	0	0.6729	-nan	0.6729	0.665856	0.0283023	0	0.6284	-nan	0.6284	0.631041	0.0183633	0
39000	0.7749	-nan	0.7749	0.767312	0.0297943	0	0.6332	-nan	0.6332	0.636768	0.0288897	0	0.6438	-nan	0.6438	0.652709	0.0152806	0	0.7114	-nan	0.7114	0.711016	0.0248001	0	0.6416	-nan	0.6416	0.641806	0.0519633	0	0.6971	-nan	0.6971	0.69743	0.0291481	0	0.6692	-nan	0.6692	0.675843	0.0162748	0	0.6769	-nan	0.6769	0.673089	0.0378348	0	0.6949	-nan	0.6949	0.695744	0.0781532	0	0.6379	-nan	0.6379	0.641001	0.0261863	0
39500	0.7103	-nan	0.7103	0.711743	0.0389512	0	0.6547	-nan	0.6547	0.662244	0.0347215	0	0.6481	-nan	0.6481	0.646958	0.0156048	0	0.7017	-nan	0.7017	0.703175	0.0316573	0	0.6401	-nan	0.6401	0.632163	0.0729129	0	0.6672	-nan	0.6672	0.666495	0.0531617	0	0.69	-nan	0.69	0.685156	0.0202132	0	0.6582	-nan	0.6582	0.657396	0.0372079	0	0.6879	-nan	0.6879	0.689978	0.0793986	0	0.6216	-nan	0.6216	0.628293	0.0377883	0
40000	0.6563	-nan	0.6563	0.656668	0.0263618	0	0.6325	-nan	0.6325	0.629589	0.0320231	0	0.648	-nan	0.648	0.649208	0.0238004	0	0.7281	-nan	0.7281	0.72084	0.0259138	0	0.674	-nan	0.674	0.673217	0.0573975	0	0.7274	-nan	0.7274	0.726601	0.0461971	0	0.7052	-nan	0.7052	0.705838	0.0240388	0	0.6473	-nan	0.6473	0.650308	0.0373617	0	0.6439	-nan	0.6439	0.655545	0.0683731	0	0.6091	-nan	0.6091	0.610951	0.0293332	0
40500	0.6567	-nan	0.6567	0.655858	0.0343572	0	0.6505	-nan	0.6505	0.649113	0.0417155	0	0.6432	-nan	0.6432	0.646215	0.0175101	0	0.7205	-nan	0.7205	0.709843	0.0186068	0	0.6592	-nan	0.6592	0.663783	0.0738531	0	0.6662	-nan	0.6662	0.670746	0.0184413	0	0.6883	-nan	0.6883	0.684423	0.0218344	0	0.6531	-nan	0.6531	0.650855	0.0197703	0	0.6689	-nan	0.6689	0.663622	0.055761	0	0.6294	-nan	0.6294	0.634081	0.0321593	0
41000	0.6919	-nan	0.6919	0.691105	0.0451429	0	0.6857	-nan	0.6857	0.689949	0.0293232	0	0.657	-nan	0.657	0.647802	0.0112879	0	0.6862	-nan	0.6862	0.681253	0.035723	0	0.6685	-nan	0.6685	0.6793	0.0312026	0	0.6517	-nan	0.6517	0.650902	0.01808	0	0.6635	-nan	0.6635	0.664509	0.0250291	0	0.648	-nan	0.648	0.644513	0.0144888	0	0.6901	-nan	0.6901	0.697076	0.0115361	0	0.6686	-nan	0.6686	0.668164	0.014764	0
41500	0.6666	-nan	0.6666	0.668574	0.046194	0	0.6566	-nan	0.6566	0.654734	0.0554958	0	0.6435	-nan	0.6435	0.643421	0.0207142	0	0.6772	-nan	0.6772	0.67711	0.0503448	0	0.651	-nan	0.651	0.65427	0.0270795	0	0.6558	-nan	0.6558	0.655026	0.0246515	0	0.6753	-nan	0.6753	0.684145	0.0168386	0	0.6565	-nan	0.6565	0.651596	0.0138818	0	0.6936	-nan	0.6936	0.692647	0.0288843	0	0.6148	-nan	0.6148	0.625634	0.0295215	0
42000	0.6802	-nan	0.6802	0.682639	0.0338249	0	0.6866	-nan	0.6866	0.688619	0.0360916	0	0.6328	-nan	0.6328	0.629792	0.0265488	0	0.63	-nan	0.63	0.639731	0.0174571	0	0.6861	-nan	0.6861	0.692901	0.0195715	0	0.6547	-nan	0.6547	0.652447	0.0431613	0	0.6736	-nan	0.6736	0.670413	0.0307051	0	0.6566	-nan	0.6566	0.653783	0.0184654	0	0.6765	-nan	0.6765	0.688631	0.0178975	0	0.6367	-nan	0.6367	0.635878	0.0415622	0
42500	0.694	-nan	0.694	0.694059	0.0158816	0	0.6555	-nan	0.6555	0.661556	0.0225235	0	0.6538	-nan	0.6538	0.653414	0.0380855	0	0.626	-nan	0.626	0.628821	0.0148755	0	0.6748	-nan	0.6748	0.685162	0.0319037	0	0.6525	-nan	0.6525	0.653309	0.034687	0	0.668	-nan	0.668	0.668566	0.0316015	0	0.6456	-nan	0.6456	0.645947	0.0215848	0	0.676	-nan	0.676	0.682598	0.0224685	0	0.6872	-nan	0.6872	0.677777	0.0306308	0
43000	0.6843	-nan	0.6843	0.685726	0.0220021	0	0.6628	-nan	0.6628	0.665601	0.0289566	0	0.6635	-nan	0.6635	0.671242	0.043737	0	0.6518	-nan	0.6518	0.65547	0.0213691	0	0.685	-nan	0.685	0.680231	0.038175	0	0.6785	-nan	0.6785	0.673771	0.0440724	0	0.6784	-nan	0.6784	0.676027	0.0133183	0	0.6749	-nan	0.6749	0.674059	0.0222937	0	0.6519	-nan	0.6519	0.652162	0.0161406	0	0.6386	-nan	0.6386	0.635885	0.033821	0
43500	0.7085	-nan	0.7085	0.703098	0.0138382	0	0.6404	-nan	0.6404	0.635199	0.0292779	0	0.6708	-nan	0.6708	0.666671	0.0304013	0	0.6353	-nan	0.6353	0.636084	0.0237376	0	0.6655	-nan	0.6655	0.65791	0.0338894	0	0.6674	-nan	0.6674	0.657863	0.0409741	0	0.6702	-nan	0.6702	0.671085	0.0208736	0	0.674	-nan	0.674	0.676	0.0239067	0	0.6494	-nan	0.6494	0.655147	0.0123482	0	0.6545	-nan	0.6545	0.656101	0.0272747	0
