Generation;Pmean;MeanP0;StdevP0;MeanInfo;StdevInfo;Pmean;MeanP0;StdevP0;MeanInfo;StdevInfo;Pmean;MeanP0;StdevP0;MeanInfo;StdevInfo
845000;0,6402;0,645553;0,0188494;0,0102074;0,0109641;0,5001;0,955241;0,0262822;0,993205;0,00853958;0,5372;0,963118;0,0153849;0,994681;0,00735198
845100;0,6386;0,653977;0,0163191;0,00880111;0,0117739;0,5483;0,955545;0,0298532;0,993714;0,00791875;0,5079;0,959074;0,0160764;0,993797;0,0088573
845200;0,6462;0,657941;0,016089;0,009158;0,00946769;0,5497;0,95616;0,0324402;0,989067;0,00976695;0,554;0,947494;0,0233585;0,993122;0,0106442
845300;0,6376;0,651166;0,0229575;0,0137159;0,0135502;0,5053;0,967892;0,0298283;0,988504;0,0104321;0,5399;0,943311;0,0206053;0,995012;0,00695133
845400;0,6226;0,640202;0,0294857;0,0117558;0,0127692;0,516;0,953266;0,0218193;0,98929;0,00995748;0,526;0,946165;0,0158253;0,995094;0,00594274
845500;0,6397;0,644566;0,0251857;0,00792867;0,00869487;0,5354;0,949252;0,0163335;0,992354;0,0104663;0,5073;0,945693;0,0119922;0,996469;0,00528368
845600;0,6582;0,660893;0,0225606;0,00753035;0,00739897;0,4826;0,94283;0,0254282;0,990763;0,0134239;0,5925;0,945683;0,0133661;0,993876;0,00587159
845700;0,6597;0,663713;0,0188518;0,00766051;0,0079619;0,5176;0,927928;0,0278601;0,993499;0,00927072;0,5594;0,958172;0,0172001;0,994195;0,00755141
845800;0,6642;0,670313;0,0146946;0,00567353;0,00777302;0,5296;0,923029;0,0249464;0,995477;0,00550712;0,5002;0,963025;0,0141456;0,994433;0,00746924
845900;0,6615;0,670641;0,0208833;0,00918704;0,00971595;0,494;0,916253;0,0286552;0,992931;0,00963038;0,525;0,9658;0,0200033;0,988285;0,0100584
846000;0,6622;0,666287;0,0185444;0,00809872;0,0104607;0,5829;0,918409;0,0313155;0,995819;0,00679556;0,4669;0,977526;0,0196105;0,990922;0,00979404
846100;0,6448;0,660395;0,0173787;0,0120371;0,0143794;0,5797;0,919096;0,0309639;0,993271;0,00720088;0,5132;0,987656;0,0134253;0,994848;0,00829605
846200;0,653;0,659836;0,0158635;0,0117322;0,011431;0,5195;0,906779;0,0253265;0,994936;0,00676802;0,5035;0,99106;0,0107198;0,996854;0,00506779
846300;0,6496;0,662905;0,0190189;0,00736134;0,00944584;0,5564;0,895981;0,0121664;0,996817;0,00640292;0,5329;0,985488;0,0159096;0,997315;0,00566355
846400;0,6759;0,678507;0,0197496;0,00788319;0,0090443;0,6139;0,892245;0,0152201;0,99718;0,00534444;0,5308;0,982546;0,0172468;0,997191;0,00518212
846500;0,6841;0,69049;0,02318;0,00843665;0,0100598;0,5782;0,888373;0,0137046;0,994394;0,0078381;0,4878;0,990061;0,0143877;0,996415;0,00463688
846600;0,6634;0,678793;0,0259046;0,00745666;0,0100764;0,5719;0,888597;0,0116422;0,993313;0,00755611;0,4345;0,98478;0,0146004;0,992472;0,00728347
846700;0,6732;0,678081;0,0283495;0,00668326;0,00938347;0,5235;0,882371;0,0207654;0,988943;0,0114764;0,4509;0,987095;0,0109203;0,994295;0,00824854
846800;0,6734;0,676822;0,0342668;0,00644108;0,0082698;0,5504;0,867214;0,0160068;0,99378;0,00569592;0,4139;0,982261;0,013243;0,997089;0,00789831
846900;0,6631;0,670459;0,0363019;0,007603;0,00970192;0,5302;0,866628;0,020571;0,993726;0,00692555;0,4707;0,980226;0,0177189;0,997425;0,00627701
847000;0,6697;0,675538;0,0401294;0,00702819;0,00642218;0,5638;0,867537;0,0311832;0,991673;0,00985752;0,4618;0,973748;0,0208901;0,995746;0,0074816
847100;0,679;0,68055;0,0418594;0,00934041;0,00977477;0,6086;0,857267;0,0366917;0,994859;0,00572023;0,513;0,958797;0,0280626;0,997116;0,00528906
847200;0,6806;0,698236;0,0345802;0,0105349;0,0123575;0,5923;0,866079;0,0428171;0,98964;0,0084936;0,5506;0,95526;0,0345223;0,995827;0,00638794
847300;0,6758;0,689903;0,0334788;0,0100795;0,00870575;0,5651;0,872825;0,0419724;0,988067;0,00999361;0,5173;0,95879;0,0324221;0,994895;0,00798967
847400;0,6829;0,685983;0,0400634;0,00957371;0,00851378;0,5562;0,856319;0,0398822;0,993509;0,00939266;0,5364;0,962461;0,0266767;0,993345;0,0114391
847500;0,6813;0,681971;0,03936;0,0080742;0,00780511;0,6074;0,857506;0,0373632;0,994713;0,00819074;0,51;0,94493;0,0257668;0,993734;0,00854712
847600;0,6662;0,673058;0,0457572;0,0095898;0,0102743;0,6047;0,862612;0,0322285;0,996464;0,0055886;0,5018;0,939187;0,0293934;0,992721;0,0099063
847700;0,6782;0,690364;0,0363145;0,0133925;0,0134834;0,6237;0,86553;0,0306582;0,994003;0,00936946;0,5228;0,932986;0,0183844;0,995317;0,00622555
847800;0,6813;0,699366;0,0425353;0,0187014;0,0174279;0,5031;0,86345;0,0296484;0,997605;0,00463724;0,5216;0,936781;0,0187371;0,994053;0,00740922
847900;0,6811;0,693693;0,0465377;0,0143285;0,0172713;0,4865;0,858132;0,0325346;0,99633;0,0057455;0,5698;0,933959;0,0282505;0,994576;0,00662862
848000;0,6692;0,679958;0,0585481;0,0119894;0,014725;0,5251;0,849424;0,0321434;0,994387;0,00735768;0,4983;0,940179;0,0268961;0,995901;0,00561609
848100;0,6941;0,698151;0,0379504;0,00827834;0,00742885;0,5731;0,85963;0,0372242;0,993448;0,0096472;0,587;0,931262;0,0262553;0,995515;0,00601038
848200;0,6998;0,708156;0,060335;0,0101209;0,00941081;0,6347;0,860784;0,0438635;0,992519;0,0106013;0,5761;0,92149;0,0357715;0,99369;0,00913525
848300;0,6807;0,679337;0,0476874;0,00688157;0,00901829;0,5814;0,852966;0,05463;0,993632;0,00896767;0,528;0,937453;0,0455746;0,994179;0,00769264
848400;0,682;0,689231;0,0375411;0,00896289;0,00911357;0,5937;0,876035;0,0580381;0,996377;0,00600207;0,4608;0,960442;0,0453493;0,993808;0,00791258
848500;0,6867;0,703847;0,052555;0,0120342;0,010328;0,5599;0,880544;0,060696;0,994831;0,00804665;0,4688;0,962859;0,0330104;0,993644;0,00796078
848600;0,6924;0,696179;0,0650691;0,00925276;0,0102155;0,5322;0,892143;0,0694031;0,994435;0,00872195;0,4858;0,952721;0,0329462;0,993977;0,0082216
848700;0,6886;0,693466;0,0711334;0,0072881;0,00913423;0,5957;0,911539;0,0722628;0,994621;0,00682784;0,5062;0,945498;0,0327086;0,996357;0,00599235
848800;0,6686;0,667206;0,0529733;0,00592235;0,00736587;0,5726;0,888669;0,0867777;0,995261;0,00642122;0,4925;0,958705;0,0229128;0,996901;0,00570116
848900;0,6438;0,652356;0,0327097;0,00839308;0,01085;0,5905;0,869289;0,0913398;0,995037;0,00764543;0,4568;0,955972;0,0192585;0,994134;0,00750803
849000;0,6349;0,645147;0,0231688;0,0144473;0,0141188;0,5458;0,847607;0,0834626;0,991414;0,0146721;0,5111;0,950031;0,0158899;0,995596;0,00593615
849100;0,6198;0,641834;0,0275407;0,0191481;0,0150797;0,552;0,804384;0,0535862;0,995986;0,00682042;0,4943;0,955852;0,0191387;0,994227;0,00544904
849200;0,6309;0,645509;0,0306237;0,0187377;0,0143231;0,5392;0,798988;0,0483519;0,996418;0,00900666;0,4954;0,956148;0,0183256;0,996429;0,00636135
849300;0,6257;0,648516;0,0252736;0,0210326;0,0113633;0,5108;0,792454;0,0384862;0,996264;0,00472702;0,5415;0,960277;0,0163958;0,998015;0,00352581
849400;0,6245;0,643428;0,0308163;0,0216811;0,0145921;0,564;0,781871;0,0190784;0,99221;0,0094528;0,5663;0,951591;0,0222691;0,995962;0,00637224
849500;0,6251;0,644564;0,0290089;0,0215369;0,0110666;0,5577;0,785963;0,0199418;0,992223;0,00786297;0,5519;0,94851;0,0199639;0,997745;0,0045223
849600;0,6169;0,639007;0,0272516;0,0166431;0,00970712;0,5459;0,782064;0,0244518;0,991133;0,00922926;0,5135;0,94643;0,0201354;0,995226;0,00807831
849700;0,6255;0,642087;0,0318163;0,0195285;0,00849636;0,582;0,788242;0,0297308;0,991447;0,00979779;0,4839;0,949548;0,0175511;0,996622;0,00629731
849800;0,6392;0,650728;0,0415248;0,0164146;0,0100111;0,5485;0,775314;0,0336339;0,993263;0,0105505;0,5396;0,961691;0,0174103;0,993837;0,0091451
849900;0,6184;0,639755;0,0356826;0,0186007;0,014;0,6123;0,75429;0,0335787;0,993573;0,0112602;0,519;0,956325;0,0226201;0,994039;0,00822284
850000;0,6206;0,632191;0,0295152;0,0151346;0,0124881;0,5961;0,754611;0,0410885;0,994167;0,00928653;0,5814;0,964974;0,0163919;0,997438;0,00547161
850100;0,6061;0,625132;0,0354094;0,0222164;0,0164238;0,5824;0,773365;0,0455597;0,990597;0,0108746;0,6002;0,964542;0,0154192;0,996344;0,00690596
850200;0,6073;0,614298;0,0234022;0,0163212;0,0105946;0,5951;0,785584;0,0401129;0,988621;0,010587;0,541;0,954415;0,0196935;0,994385;0,0107846
850300;0,6;0,608754;0,0172267;0,0172656;0,0129531;0,6036;0,789444;0,0386813;0,994154;0,00797198;0,4707;0,950072;0,01704;0,992409;0,0102513
850400;0,5913;0,608511;0,0199412;0,0180261;0,0132304;0,5808;0,788138;0,0343222;0,996756;0,00488167;0,5324;0,939605;0,0151613;0,992773;0,0105047
850500;0,5992;0,607468;0,0197925;0,0119351;0,0107272;0,6412;0,778357;0,0356736;0,9934;0,00936569;0,449;0,94351;0,0157156;0,992765;0,0117817
850600;0,5905;0,603465;0,0201969;0,0157139;0,0137617;0,6157;0,778131;0,0276245;0,989484;0,0121433;0,5147;0,941111;0,0168182;0,995;0,00728915
850700;0,5907;0,596843;0,0185443;0,0160435;0,0160258;0,5958;0,771698;0,0355664;0,989953;0,0107713;0,4774;0,944411;0,015649;0,994992;0,00759443
850800;0,5806;0,586513;0,0165094;0,0142537;0,0143549;0,5573;0,764059;0,0477675;0,991571;0,00973565;0,4919;0,947695;0,0123206;0,996816;0,00617491
850900;0,5825;0,587986;0,0142411;0,0134195;0,0166401;0,635;0,781924;0,0468711;0,989508;0,0103167;0,5268;0,940392;0,01889;0,99342;0,00899177
851000;0,5843;0,593492;0,0134187;0,0150415;0,0172861;0,6277;0,765554;0,0521263;0,989207;0,0102135;0,5298;0,939198;0,0289242;0,994905;0,00843702
851100;0,5737;0,59441;0,0170329;0,0240259;0,0212044;0,5894;0,747543;0,0519798;0,992938;0,0081552;0,5266;0,937097;0,0288776;0,995971;0,00539951
851200;0,5838;0,599948;0,0225069;0,0237824;0,0230139;0,63;0,774476;0,0557911;0,994236;0,00569005;0,4796;0,942526;0,0199697;0,997208;0,00609213
851300;0,5823;0,608402;0,021726;0,0308445;0,0171751;0,5923;0,75441;0,0541381;0,993746;0,0069073;0,557;0,949718;0,0226523;0,996628;0,00661422
851400;0,593;0,619042;0,0197047;0,0330908;0,0156177;0,6317;0,742093;0,0468831;0,993508;0,008262;0,5675;0,951522;0,022794;0,995912;0,00844797
851500;0,589;0,628495;0,0182407;0,0404855;0,0173567;0,6212;0,736284;0,0297804;0,988521;0,0135444;0,5399;0,961178;0,0276345;0,995222;0,0089017
851600;0,5997;0,632149;0,017823;0,0314463;0,0137446;0,6582;0,735359;0,0164809;0,993229;0,0084564;0,5056;0,962604;0,0243347;0,996204;0,00619039
851700;0,6101;0,631727;0,0205373;0,0263741;0,0187001;0,62;0,735365;0,0106532;0,992229;0,00975603;0,4914;0,971225;0,0220522;0,994947;0,00537527
851800;0,6299;0,643947;0,0155426;0,0177306;0,0166334;0,6499;0,737864;0,0100346;0,99169;0,00974274;0,51;0,976981;0,0174398;0,993059;0,00781503
851900;0,6323;0,64827;0,0231756;0,0175549;0,0135784;0,5778;0,735444;0,0112267;0,992035;0,00768275;0,5228;0,986591;0,0134234;0,996545;0,00460361
852000;0,6345;0,655085;0,0204421;0,019958;0,011629;0,6508;0,734732;0,0109794;0,99217;0,00836989;0,5232;0,985445;0,0144746;0,995693;0,00674234
852100;0,6507;0,662268;0,0261843;0,00992796;0,00985555;0,6139;0,739301;0,0106579;0,994694;0,00680928;0,5211;0,981221;0,0180532;0,991536;0,00853962
852200;0,6612;0,672258;0,0265164;0,00959672;0,0106382;0,5909;0,74372;0,0152166;0,996791;0,0044276;0,5482;0,981761;0,0155558;0,993259;0,0086226
852300;0,6483;0,668281;0,0238967;0,0129021;0,009963;0,6077;0,741452;0,0169278;0,995328;0,006062;0,482;0,985644;0,011024;0,99116;0,0114886
852400;0,6747;0,682329;0,0277247;0,0127924;0,0101142;0,649;0,748995;0,018396;0,99558;0,00708719;0,4811;0,987018;0,013933;0,989541;0,0113646
852500;0,6737;0,688856;0,0240242;0,01341;0,0131587;0,6026;0,740929;0,0243482;0,994406;0,00800037;0,4672;0,980546;0,0187625;0,993377;0,00796346
852600;0,6706;0,687445;0,0255997;0,0144734;0,0130184;0,6722;0,740262;0,0228302;0,990588;0,00973413;0,5422;0,978484;0,0128031;0,991688;0,00988063
852700;0,6728;0,682587;0,0197965;0,010272;0,0109564;0,638;0,734716;0,0189227;0,987848;0,0117046;0,4376;0,976187;0,0189281;0,994662;0,00551936
852800;0,6603;0,674313;0,0281404;0,0116893;0,0102646;0,6168;0,728894;0,0194726;0,984184;0,013046;0,4497;0,973722;0,0198039;0,9946;0,0076378
852900;0,6524;0,662768;0,0336681;0,0114454;0,0112341;0,5852;0,740627;0,0204329;0,983682;0,01462;0,4343;0,973586;0,0206704;0,995588;0,00667339
853000;0,6525;0,662308;0,0337397;0,0134067;0,0159546;0,6066;0,738983;0,0137649;0,987986;0,010992;0,4308;0,981773;0,0220952;0,995081;0,00594705
853100;0,6441;0,65749;0,0394295;0,010473;0,00820641;0,5712;0,748122;0,0159678;0,99297;0,00978463;0,5221;0,979324;0,0259903;0,994322;0,00642032
853200;0,643;0,661411;0,0428117;0,0120086;0,00938586;0,5903;0,745243;0,018519;0,991086;0,00998309;0,4815;0,984166;0,0210836;0,994713;0,00727558
853300;0,6556;0,675102;0,0400799;0,0194685;0,0097445;0,6527;0,752464;0,0183592;0,990152;0,0119075;0,469;0,98748;0,0132748;0,994497;0,00892323
853400;0,6627;0,68564;0,0365077;0,0198502;0,0102718;0,6684;0,7637;0,0146807;0,99548;0,0106056;0,5189;0,986975;0,0130486;0,996746;0,00606876
853500;0,6703;0,685007;0,0345104;0,023519;0,0132454;0,6531;0,771081;0,0144081;0,994922;0,00713338;0,4751;0,976637;0,0143181;0,998123;0,00449421
853600;0,6451;0,673378;0,0368211;0,0256896;0,0150113;0,6291;0,769382;0,0135187;0,993235;0,00892333;0,5448;0,970857;0,0178823;0,99588;0,00783394
853700;0,6502;0,673156;0,0378601;0,0253458;0,0164401;0,6016;0,771147;0,013109;0,995514;0,00830607;0,4228;0,960925;0,0178799;0,995015;0,00821494
853800;0,6411;0,666881;0,0327545;0,0355195;0,0212909;0,6924;0,777973;0,0148841;0,995386;0,00704596;0,3575;0,955154;0,0179447;0,996201;0,00613384
853900;0,6392;0,661988;0,0360646;0,030471;0,0231313;0,614;0,781001;0,0101157;0,991627;0,0102169;0,3757;0,949709;0,0184812;0,99837;0,00432628
854000;0,6363;0,652625;0,0327291;0,0128406;0,0117156;0,5889;0,778308;0,0114263;0,991692;0,00964387;0,3719;0,934041;0,0132205;0,99665;0,00684035
854100;0,6454;0,665696;0,0350061;0,0181994;0,0117043;0,617;0,774588;0,011136;0,992951;0,0111572;0,4764;0,942348;0,012395;0,998263;0,0037378
854200;0,6435;0,653392;0,0354031;0,0164928;0,0115712;0,6358;0,776799;0,0101234;0,99793;0,0035958;0,5174;0,94465;0,0120053;0,994159;0,00810101
854300;0,6279;0,638223;0,0201793;0,015118;0,00951832;0,5861;0,779404;0,0136409;0,997154;0,00405147;0,4862;0,948843;0,0131741;0,995408;0,00754702
854400;0,6282;0,643478;0,0216417;0,0128876;0,0113043;0,6447;0,779569;0,0113429;0,995165;0,00634015;0,5103;0,954221;0,0141426;0,99603;0,00674346
854500;0,6324;0,641103;0,0174615;0,00764101;0,00929124;0,5501;0,779488;0,0163906;0,994306;0,00719617;0,5266;0,954924;0,0130933;0,994945;0,00666255
854600;0,6369;0,647646;0,0231465;0,0138806;0,0114772;0,5982;0,776335;0,0173167;0,994717;0,00526236;0,5282;0,952843;0,0160215;0,996457;0,00646197
854700;0,6509;0,661392;0,0243798;0,0117756;0,00876898;0,5965;0,790259;0,016887;0,990266;0,0114722;0,4694;0,951082;0,0173449;0,996954;0,0055122
854800;0,6588;0,668919;0,023571;0,0131694;0,0101959;0,6088;0,790592;0,020792;0,992709;0,00680386;0,5135;0,95361;0,0209781;0,997321;0,00521677
854900;0,6498;0,671115;0,0213844;0,020189;0,011836;0,592;0,803157;0,0146155;0,992905;0,00934589;0,5013;0,954703;0,0194195;0,995912;0,00747833
855000;0,6619;0,677979;0,0152333;0,0179356;0,0094913;0,515;0,799043;0,0141196;0,995026;0,00610812;0,4934;0,947374;0,0206925;0,994684;0,00695091
855100;0,6608;0,678508;0,0190345;0,0182572;0,0126899;0,5733;0,79302;0,0144319;0,994658;0,00645097;0,4337;0,945671;0,0169131;0,998361;0,00369065
855200;0,647;0,678525;0,0205919;0,0166819;0,0100085;0,6008;0,794121;0,0143207;0,991366;0,00751209;0,5102;0,947366;0,0162802;0,997189;0,00589146
855300;0,6565;0,66742;0,0210345;0,0161816;0,0126114;0,626;0,792414;0,0102152;0,992156;0,00925944;0,5572;0,958335;0,0140132;0,996004;0,00529893
855400;0,6435;0,664876;0,0168383;0,0232656;0,0118894;0,594;0,792224;0,00899171;0,99119;0,00853092;0,5536;0,959213;0,0148546;0,993848;0,00913581
855500;0,6341;0,663667;0,0190635;0,0288289;0,0151946;0,5677;0,797114;0,0129488;0,993926;0,00740958;0,4945;0,968841;0,0141646;0,995555;0,00620088
855600;0,6337;0,657864;0,0197314;0,0241282;0,0134623;0,5637;0,800108;0,013078;0,995963;0,00515429;0,4582;0,970164;0,0191335;0,997291;0,005222
855700;0,6402;0,661277;0,0215989;0,0257882;0,0171128;0,534;0,798801;0,00968554;0,994075;0,00847023;0,453;0,966422;0,0200239;0,996474;0,00656851
855800;0,6445;0,672051;0,0233842;0,0285028;0,0248165;0,5625;0,80609;0,0118217;0,994533;0,0084214;0,4189;0,956217;0,0147891;0,996163;0,00586142
855900;0,6374;0,668427;0,0239642;0,0249078;0,0251869;0,6352;0,805725;0,0113521;0,99633;0,00528171;0,4642;0,959315;0,0213954;0,994023;0,0070744
856000;0,6598;0,677358;0,0141771;0,0165759;0,017186;0,61;0,803614;0,010045;0,995727;0,0056926;0,5087;0,951343;0,0247127;0,994713;0,00602282
856100;0,6704;0,683823;0,0158778;0,0120923;0,0124903;0,5476;0,809072;0,00896832;0,990058;0,00975656;0,5139;0,949185;0,0217183;0,993353;0,00770593
856200;0,6748;0,690825;0,0149544;0,0127245;0,0114922;0,5598;0,805303;0,00985773;0,988722;0,011678;0,552;0,953602;0,0239191;0,994773;0,00710863
856300;0,6695;0,678707;0,0189902;0,00808457;0,0121426;0,54;0,801491;0,0148314;0,987822;0,0112572;0,5168;0,947029;0,0191474;0,992063;0,00863624
856400;0,6683;0,680595;0,0208791;0,0123615;0,0135685;0,5736;0,793946;0,0199992;0,993221;0,00760314;0,5274;0,959421;0,0233212;0,993775;0,00672932
856500;0,671;0,68161;0,0211651;0,0186619;0,0115849;0,5619;0,785081;0,017006;0,993794;0,00729067;0,5163;0,967024;0,0260725;0,991646;0,00881517
856600;0,6461;0,666012;0,0332712;0,0174747;0,0103034;0,5915;0,788547;0,0169084;0,989654;0,0106448;0,5431;0,972396;0,0234495;0,994683;0,00841581
856700;0,6396;0,665849;0,029005;0,0177563;0,0130597;0,6011;0,788524;0,0207776;0,993461;0,00954328;0,4369;0,963606;0,0240543;0,995104;0,00783228
856800;0,6466;0,667656;0,0304973;0,018969;0,0126987;0,6107;0,788244;0,0186073;0,996991;0,00481802;0,4941;0,963036;0,0294594;0,994736;0,00593271
856900;0,6646;0,681173;0,0177218;0,017883;0,0118821;0,5703;0,790821;0,0184514;0,993254;0,00820195;0,5488;0,95389;0,0347567;0,994369;0,00644716
857000;0,6572;0,681277;0,0193568;0,0170493;0,0140308;0,585;0,787688;0,0254188;0,994288;0,0065819;0,4896;0,94812;0,0310758;0,993272;0,00753131
857100;0,6667;0,678735;0,0221317;0,00724191;0,00860411;0,578;0,78894;0,0233937;0,992795;0,00715939;0,5503;0,943168;0,0275676;0,991893;0,00835604
857200;0,6839;0,691908;0,0309616;0,0112035;0,0102868;0,6022;0,805219;0,0218019;0,995441;0,00754677;0,5676;0,944155;0,0304449;0,995415;0,00705145
857300;0,6654;0,677164;0,0286403;0,00599145;0,00825885;0,603;0,794365;0,0280704;0,995831;0,0060999;0,6082;0,938993;0,0228815;0,995818;0,00703277
857400;0,6708;0,676836;0,0348085;0,00839375;0,0106268;0,5895;0,794207;0,0370903;0,993666;0,0106575;0,5769;0,937885;0,0225912;0,996475;0,00603724
857500;0,6738;0,680725;0,0435756;0,00672582;0,00854187;0,612;0,793617;0,0377714;0,995949;0,0075092;0,5268;0,926963;0,0299753;0,993128;0,00884343
857600;0,6527;0,65564;0,0372236;0,0106133;0,0106059;0,6278;0,808253;0,0159986;0,995552;0,00616544;0,5585;0,929167;0,0293923;0,993772;0,00761692
857700;0,6458;0,653852;0,0458151;0,0105941;0,00961187;0,5598;0,811408;0,00980636;0,991753;0,00865358;0,5161;0,935734;0,0315937;0,996044;0,00616394
857800;0,6445;0,655777;0,0530352;0,0156952;0,0138426;0,5906;0,811993;0,0124365;0,990311;0,00980502;0,5551;0,936526;0,0345618;0,993068;0,00692318
857900;0,649;0,662509;0,056342;0,0145846;0,0124316;0,6244;0,811309;0,0137167;0,989184;0,0109601;0,5659;0,936481;0,0329094;0,994209;0,00666783
858000;0,6259;0,639012;0,0391085;0,0112954;0,0124775;0,5906;0,808544;0,0220998;0,991011;0,0108599;0,5705;0,932471;0,0288008;0,992805;0,00732212
858100;0,6141;0,630315;0,0324288;0,0114595;0,0105533;0,5755;0,80211;0,0234074;0,991427;0,0102424;0,5761;0,920389;0,0216429;0,991008;0,00990269
858200;0,6143;0,618863;0,0152968;0,0122863;0,0115446;0,5734;0,797174;0,0278446;0,988485;0,0105078;0,538;0,91872;0,0254515;0,991481;0,00947166
858300;0,6078;0,62474;0,0114083;0,0149702;0,0137573;0,591;0,791812;0,0239581;0,992189;0,0105286;0,5455;0,921598;0,0258774;0,992028;0,0112762
858400;0,6146;0,626572;0,0152021;0,0149645;0,0138167;0,5942;0,791413;0,0344766;0,991395;0,00887653;0,5344;0,925561;0,0169466;0,994073;0,00941095
858500;0,6173;0,623819;0,0148239;0,0166656;0,0147086;0,5533;0,783174;0,0338977;0,988616;0,00764894;0,5098;0,938131;0,0145247;0,991699;0,0127816
858600;0,6141;0,634705;0,0171173;0,0250522;0,0198213;0,5708;0,793649;0,0357366;0,991937;0,00785684;0,5724;0,939033;0,0167945;0,992296;0,0116696
858700;0,6155;0,630447;0,0209056;0,0235559;0,0239769;0,5399;0,79079;0,0371184;0,993618;0,00651541;0,487;0,941212;0,0159813;0,995181;0,00764167
858800;0,6104;0,629393;0,0219023;0,0212465;0,0195243;0,5757;0,787211;0,0442407;0,988677;0,0110415;0,4819;0,94346;0,0145626;0,992977;0,00770562
858900;0,6003;0,604922;0,0158862;0,00797527;0,0137538;0,6077;0,789105;0,05272;0,988887;0,0119988;0,4809;0,934211;0,0155602;0,993083;0,00856299
859000;0,5966;0,6104;0,0201669;0,011019;0,0136151;0,6287;0,800326;0,0506302;0,989758;0,0128612;0,5354;0,932072;0,0156038;0,995855;0,00562413
859100;0,5968;0,616495;0,0268485;0,0194586;0,013513;0,593;0,782525;0,045402;0,995003;0,00747791;0,5169;0,933599;0,0172025;0,997108;0,00521792
859200;0,5947;0,62018;0,0158328;0,0261341;0,0170366;0,5418;0,785983;0,042974;0,995867;0,00814315;0,4603;0,943135;0,0147556;0,996962;0,00646514
859300;0,5969;0,617399;0,0164894;0,0258675;0,0149788;0,5475;0,795863;0,0521313;0,994676;0,00686038;0,5067;0,947636;0,0134576;0,993816;0,00913357
859400;0,6075;0,629001;0,0214804;0,0296652;0,013919;0,6073;0,797394;0,0547919;0,995468;0,00800763;0,473;0,952212;0,0129107;0,995644;0,00710423
859500;0,6192;0,635271;0,0232815;0,0224278;0,0187243;0,59;0,787915;0,0493303;0,991435;0,0104313;0,572;0,948892;0,0147554;0,994666;0,00896245
859600;0,6241;0,64353;0,0156171;0,0171037;0,0147812;0,5681;0,810912;0,0520249;0,993672;0,00652377;0,5123;0,947398;0,0137029;0,992009;0,00920019
859700;0,6326;0,645795;0,0182303;0,0131178;0,0158605;0,5719;0,817315;0,0425944;0,99412;0,00720098;0,4891;0,947155;0,0141496;0,992992;0,0106125
859800;0,6308;0,652432;0,014257;0,0153224;0,0172552;0,5167;0,829436;0,0255652;0,997117;0,00489643;0,4862;0,939389;0,0078071;0,992799;0,00973221
859900;0,6347;0,655361;0,0148803;0,0133313;0,0120047;0,5401;0,827206;0,0282031;0,994925;0,00631462;0,5089;0,942964;0,00942283;0,994019;0,00910127
860000;0,6441;0,661575;0,0151289;0,0159904;0,0153613;0,6329;0,827031;0,0312595;0,996538;0,00468884;0,5109;0,944297;0,0124437;0,997027;0,00675674
860100;0,6464;0,664019;0,0176144;0,0184666;0,0187097;0,5811;0,847725;0,0318472;0,994198;0,00506992;0,5573;0,951594;0,0136435;0,997474;0,00500089
860200;0,6412;0,667152;0,0174842;0,023826;0,0173577;0,5669;0,839502;0,0472869;0,996087;0,00611457;0,4813;0,950435;0,0139268;0,996225;0,00683302
860300;0,6469;0,664268;0,0219025;0,0213575;0,0170771;0,5611;0,845708;0,0448723;0,991971;0,0102155;0,4641;0,953403;0,0199542;0,996828;0,00614229
860400;0,6656;0,675012;0,0254043;0,0154572;0,0182147;0,5354;0,832412;0,0467676;0,989964;0,00925896;0,4449;0,95986;0,018437;0,993016;0,00706602
860500;0,6755;0,686189;0,0223498;0,01468;0,0197593;0,5985;0,840378;0,0471424;0,989886;0,0115568;0,54;0,949061;0,0171591;0,99624;0,00430569
860600;0,6682;0,671634;0,0417953;0,0139842;0,0146844;0,6135;0,842461;0,0373788;0,99231;0,00959741;0,5406;0,956081;0,0198307;0,994174;0,00691988
860700;0,6489;0,669302;0,0363848;0,0169677;0,0131622;0,5381;0,848057;0,0321756;0,993693;0,00721848;0,4957;0,961903;0,0196858;0,992428;0,00938008
860800;0,6567;0,670344;0,0294655;0,0153865;0,014913;0,5584;0,852615;0,0312445;0,995072;0,00755598;0,5186;0,965092;0,0163169;0,993313;0,00744222
860900;0,658;0,668764;0,0314601;0,0100213;0,0099077;0,5387;0,844505;0,0299176;0,99634;0,0050709;0,5408;0,96287;0,0176859;0,994021;0,00792182
861000;0,6366;0,655962;0,0322087;0,013303;0,0130342;0,5246;0,859216;0,0243748;0,993329;0,00945487;0,5018;0,968135;0,0160076;0,996404;0,00668223
861100;0,6544;0,655519;0,0327266;0,0111753;0,00977403;0,6065;0,863497;0,0207049;0,995153;0,0058286;0,4916;0,9721;0,0196749;0,993482;0,00782247
861200;0,6473;0,65366;0,0278923;0,0069123;0,00918064;0,543;0,868586;0,016836;0,99447;0,00796096;0,5354;0,960863;0,0197083;0,991668;0,00790667
861300;0,6319;0,640182;0,0403278;0,00418445;0,00675692;0,525;0,865922;0,0157512;0,993609;0,00825855;0,5062;0,965529;0,022562;0,992039;0,00984
861400;0,6323;0,643602;0,0312829;0,00799231;0,00937463;0,5229;0,863484;0,0144621;0,995665;0,00731051;0,5313;0,975834;0,0220988;0,99482;0,00865041
