Generation	Pmean	MeanP0	StdevP0	MeanInfo	Pmean	MeanP0	StdevP0	MeanInfo	Pmean	MeanP0	StdevP0	MeanInfo
238000	0.5377	0.650488	0.0423528	0.145	0.5559	0.628982	0.0253268	0.092	0.5562	0.713012	0.0342112	0.154
238100	0.5792	0.66962	0.0282999	0.09	0.5386	0.627423	0.0327837	0.109	0.5441	0.720323	0.0327277	0.163
238200	0.5624	0.674351	0.0239378	0.138	0.5282	0.629499	0.0342594	0.145	0.5683	0.709862	0.0341783	0.142
238300	0.5722	0.665801	0.0288076	0.104	0.5333	0.649431	0.0354773	0.12	0.5423	0.696167	0.0338473	0.168
238400	0.569	0.661426	0.0289688	0.094	0.5433	0.628959	0.035103	0.104	0.5623	0.680294	0.0255492	0.104
238500	0.5638	0.660665	0.033649	0.122	0.5432	0.635624	0.0364833	0.114	0.5816	0.678768	0.0252724	0.099
238600	0.5427	0.656091	0.0306636	0.124	0.5325	0.63177	0.0360491	0.136	0.5716	0.6656	0.0152999	0.125
238700	0.5728	0.652834	0.0318969	0.089	0.5491	0.63644	0.0387773	0.117	0.5385	0.670209	0.017784	0.142
238800	0.5354	0.659186	0.0372698	0.148	0.579	0.643301	0.0341172	0.072	0.5525	0.675676	0.021451	0.117
238900	0.58	0.658508	0.0227294	0.095	0.5529	0.628904	0.0347437	0.111	0.542	0.67342	0.0221782	0.138
239000	0.5275	0.66293	0.0204688	0.146	0.5531	0.63852	0.0293768	0.108	0.5608	0.67442	0.0184959	0.162
239100	0.5648	0.662283	0.0265263	0.104	0.5436	0.638214	0.0302377	0.118	0.5936	0.675528	0.024108	0.088
239200	0.5538	0.667216	0.0336848	0.118	0.5518	0.637936	0.0301719	0.105	0.6027	0.683972	0.0314169	0.082
239300	0.5459	0.667694	0.0354633	0.108	0.5489	0.648229	0.0292814	0.136	0.5388	0.692472	0.0302497	0.183
239400	0.5311	0.665527	0.028824	0.156	0.547	0.647461	0.0231719	0.132	0.5733	0.674198	0.0313646	0.132
239500	0.5617	0.656476	0.0208377	0.089	0.5501	0.648653	0.0160809	0.107	0.5628	0.660817	0.0318504	0.12
239600	0.5531	0.645977	0.0206029	0.115	0.5472	0.649023	0.0151752	0.136	0.582	0.656637	0.03008	0.082
239700	0.5518	0.640639	0.023471	0.119	0.5308	0.650702	0.02165	0.119	0.5388	0.648856	0.0264938	0.144
239800	0.5334	0.636798	0.0301684	0.139	0.5206	0.653715	0.0230988	0.166	0.5624	0.657046	0.0357421	0.11
239900	0.5527	0.632977	0.0273484	0.102	0.57	0.654564	0.0185591	0.115	0.5238	0.647262	0.0219872	0.137
240000	0.5496	0.631567	0.0249268	0.108	0.523	0.649653	0.0187701	0.165	0.5511	0.643947	0.0179478	0.114
240100	0.5636	0.639934	0.0228048	0.094	0.5549	0.65291	0.021414	0.113	0.5675	0.639289	0.0237653	0.101
240200	0.5394	0.65129	0.0160994	0.121	0.5408	0.651758	0.0238233	0.13	0.5414	0.636411	0.0177695	0.128
240300	0.5387	0.655684	0.018071	0.117	0.5306	0.65605	0.0292694	0.165	0.5502	0.646641	0.0163245	0.122
240400	0.5581	0.656885	0.0139724	0.111	0.5587	0.654255	0.0326526	0.108	0.5426	0.654077	0.0195575	0.123
240500	0.549	0.65583	0.0129514	0.13	0.5598	0.668579	0.0285141	0.126	0.5612	0.652267	0.0194696	0.103
240600	0.5301	0.644073	0.0216609	0.127	0.5634	0.669503	0.0233884	0.123	0.5547	0.658968	0.0250704	0.128
240700	0.5385	0.64406	0.0167832	0.128	0.5549	0.671258	0.028051	0.132	0.5405	0.666445	0.0238338	0.133
240800	0.5288	0.647295	0.0225814	0.127	0.5812	0.684395	0.0206156	0.12	0.5584	0.66052	0.0215151	0.126
240900	0.5569	0.647976	0.0213018	0.128	0.5466	0.684071	0.025738	0.142	0.549	0.664326	0.0200317	0.124
241000	0.5523	0.642102	0.027709	0.103	0.591	0.695691	0.0287052	0.123	0.5495	0.676341	0.0225474	0.132
241100	0.5519	0.636884	0.0342298	0.101	0.6008	0.697404	0.0322688	0.103	0.5398	0.676917	0.0240294	0.148
241200	0.5576	0.648357	0.0238783	0.115	0.5691	0.702159	0.037024	0.169	0.5889	0.6692	0.0268746	0.103
241300	0.5386	0.639993	0.0309617	0.128	0.5818	0.703515	0.0326204	0.116	0.6044	0.691503	0.0248064	0.084
241400	0.5463	0.647986	0.0271671	0.101	0.5461	0.711081	0.0317255	0.162	0.5863	0.703472	0.0138567	0.097
241500	0.5715	0.648106	0.0331399	0.098	0.5911	0.715846	0.0250413	0.105	0.536	0.700325	0.0163271	0.161
241600	0.5756	0.635128	0.0374264	0.092	0.562	0.715833	0.0236966	0.132	0.5906	0.702387	0.0145494	0.149
241700	0.543	0.641844	0.0437268	0.137	0.5759	0.706738	0.0158296	0.145	0.5999	0.703555	0.0207018	0.108
241800	0.552	0.67775	0.0703546	0.152	0.5808	0.700811	0.0245867	0.121	0.5931	0.698536	0.0181165	0.112
241900	0.5971	0.695854	0.0714232	0.105	0.5545	0.686953	0.0253553	0.143	0.5756	0.690858	0.0202225	0.121
242000	0.5733	0.683891	0.0712317	0.154	0.5867	0.70475	0.0211533	0.126	0.5579	0.691641	0.0229625	0.137
242100	0.5769	0.683089	0.0708247	0.125	0.5874	0.712337	0.0231248	0.144	0.5811	0.702244	0.0239944	0.14
242200	0.5451	0.649571	0.0731114	0.135	0.5421	0.704212	0.0272131	0.15	0.5663	0.697944	0.0316359	0.131
242300	0.5427	0.643042	0.0715043	0.111	0.5938	0.71226	0.020064	0.125	0.5575	0.691503	0.0365936	0.138
242400	0.5241	0.624674	0.0531145	0.146	0.5761	0.711976	0.024994	0.113	0.5591	0.696986	0.0410317	0.169
242500	0.5603	0.655994	0.0720309	0.112	0.5327	0.704088	0.0284592	0.188	0.5457	0.713122	0.0376407	0.167
242600	0.5635	0.652899	0.0663807	0.121	0.5735	0.69515	0.0341928	0.135	0.5523	0.716257	0.0401433	0.164
242700	0.5527	0.659743	0.0752058	0.126	0.585	0.702262	0.0405278	0.125	0.5466	0.712294	0.038899	0.166
242800	0.5203	0.664798	0.0698971	0.148	0.5763	0.708594	0.0401591	0.153	0.5687	0.690963	0.0433837	0.128
242900	0.5318	0.680061	0.0725502	0.128	0.5728	0.69968	0.0323674	0.151	0.5793	0.692837	0.0518272	0.125
243000	0.5601	0.667795	0.0751695	0.113	0.5529	0.694621	0.0386333	0.148	0.5927	0.702878	0.0578351	0.127
243100	0.5402	0.669262	0.0823957	0.144	0.5831	0.684529	0.0293236	0.106	0.5442	0.671574	0.0444158	0.142
243200	0.5627	0.636257	0.043795	0.084	0.5399	0.675923	0.0328843	0.142	0.5571	0.661067	0.0266825	0.122
243300	0.5203	0.645795	0.0480974	0.129	0.5545	0.661802	0.020709	0.114	0.5408	0.662838	0.0142965	0.116
243400	0.5566	0.632919	0.0211052	0.091	0.5548	0.65188	0.0173181	0.108	0.5709	0.662625	0.018433	0.105
243500	0.5187	0.634662	0.0189244	0.139	0.5576	0.657747	0.019386	0.103	0.5888	0.658634	0.0218806	0.098
243600	0.5487	0.632065	0.0232784	0.125	0.5594	0.660647	0.0254133	0.144	0.5427	0.664263	0.0270865	0.119
243700	0.5826	0.644395	0.0162344	0.085	0.565	0.663142	0.0169667	0.101	0.5935	0.673195	0.0212958	0.083
243800	0.5163	0.654074	0.0140124	0.154	0.534	0.664889	0.0171956	0.157	0.5193	0.67399	0.0240408	0.154
243900	0.5591	0.654891	0.0179787	0.102	0.5698	0.659149	0.021352	0.103	0.5606	0.669428	0.0198409	0.125
244000	0.5868	0.656739	0.0180303	0.107	0.5434	0.662389	0.02138	0.14	0.5526	0.665135	0.0203007	0.119
244100	0.5711	0.670346	0.017597	0.112	0.5343	0.661087	0.0189349	0.155	0.5757	0.674202	0.0178916	0.11
244200	0.5432	0.675909	0.0185824	0.123	0.5605	0.671546	0.014633	0.115	0.5352	0.674761	0.0197194	0.148
244300	0.5799	0.672918	0.0196084	0.096	0.5493	0.675459	0.0125072	0.141	0.5527	0.674157	0.0167244	0.128
244400	0.5836	0.675468	0.0146237	0.099	0.5425	0.680194	0.0130118	0.15	0.5526	0.671882	0.0161214	0.131
244500	0.5465	0.679186	0.0178326	0.153	0.5673	0.674498	0.0148321	0.123	0.5649	0.671668	0.0145073	0.134
244600	0.5719	0.673133	0.0146897	0.106	0.5454	0.683998	0.0145316	0.168	0.5522	0.667039	0.0186194	0.12
244700	0.5476	0.673448	0.0149781	0.151	0.5798	0.682055	0.0178019	0.11	0.5492	0.66439	0.0144295	0.129
244800	0.5742	0.666684	0.0162559	0.112	0.562	0.674258	0.0213003	0.119	0.5612	0.667386	0.0156258	0.123
244900	0.5467	0.670643	0.0177937	0.126	0.5811	0.676579	0.0200556	0.125	0.5447	0.671491	0.0158869	0.125
245000	0.5355	0.674983	0.0208348	0.142	0.5446	0.680021	0.014857	0.165	0.5297	0.659326	0.0195069	0.149
245100	0.5648	0.671103	0.0202499	0.12	0.5649	0.68452	0.0216896	0.139	0.5733	0.667595	0.0198555	0.107
245200	0.5693	0.671911	0.0199862	0.13	0.5561	0.676658	0.0179311	0.139	0.5355	0.654243	0.0247463	0.135
245300	0.5411	0.676967	0.0207546	0.149	0.5576	0.677167	0.0194236	0.133	0.5455	0.658757	0.0281963	0.118
245400	0.5614	0.685834	0.0196001	0.128	0.5579	0.671241	0.014572	0.115	0.5522	0.653666	0.0304678	0.116
245500	0.5417	0.676386	0.0204772	0.159	0.541	0.665355	0.0155458	0.124	0.5897	0.663054	0.0366734	0.088
245600	0.5787	0.666996	0.0205932	0.115	0.5517	0.660449	0.0242624	0.115	0.5305	0.665181	0.0387078	0.122
245700	0.5515	0.676466	0.0293374	0.117	0.5433	0.657231	0.0285266	0.122	0.5443	0.649676	0.0311496	0.121
245800	0.5559	0.667655	0.0213047	0.146	0.5346	0.661257	0.0218568	0.132	0.5614	0.649582	0.0367941	0.096
245900	0.5694	0.67744	0.0232687	0.117	0.5333	0.661403	0.0186007	0.139	0.532	0.636647	0.0163223	0.137
246000	0.5553	0.676337	0.0236616	0.13	0.5544	0.660283	0.0174754	0.128	0.5438	0.638577	0.0103948	0.105
246100	0.5673	0.663914	0.0185707	0.113	0.5699	0.654169	0.0165214	0.117	0.5507	0.637049	0.0128607	0.104
246200	0.5621	0.658357	0.0162652	0.123	0.5596	0.653261	0.0146438	0.125	0.5591	0.631728	0.0190683	0.098
246300	0.5506	0.659849	0.0107032	0.102	0.5462	0.647897	0.0145651	0.117	0.5617	0.635395	0.0248575	0.095
246400	0.5366	0.656889	0.0114526	0.132	0.5452	0.65392	0.0126624	0.119	0.5365	0.638368	0.0218821	0.118
246500	0.5324	0.66446	0.0153463	0.158	0.5568	0.659696	0.0188582	0.109	0.5255	0.639357	0.0138864	0.13
246600	0.542	0.664724	0.0119645	0.141	0.5638	0.671525	0.0215419	0.129	0.5432	0.645266	0.00814947	0.133
246700	0.567	0.664651	0.0149229	0.102	0.5541	0.668695	0.0212396	0.119	0.5531	0.645754	0.0118992	0.088
246800	0.5498	0.663423	0.0177861	0.109	0.5372	0.666978	0.0235944	0.159	0.5452	0.65232	0.0133919	0.114
246900	0.5231	0.655284	0.0141881	0.155	0.5606	0.6745	0.0286658	0.134	0.544	0.645062	0.0147658	0.129
247000	0.5479	0.657251	0.0151777	0.135	0.5589	0.669946	0.0256477	0.116	0.5874	0.653216	0.0173716	0.078
247100	0.5668	0.650934	0.014822	0.09	0.555	0.655139	0.0307065	0.114	0.5488	0.646121	0.0187782	0.118
247200	0.5301	0.647663	0.0187181	0.127	0.5524	0.661515	0.0253306	0.129	0.5421	0.642213	0.0215677	0.113
247300	0.5354	0.648516	0.0193344	0.112	0.5591	0.654946	0.0308829	0.116	0.5636	0.647406	0.0206827	0.094
247400	0.5335	0.642704	0.020069	0.127	0.5303	0.657946	0.0311406	0.139	0.5484	0.643431	0.0275159	0.099
247500	0.5392	0.637688	0.0245592	0.132	0.5482	0.645226	0.0241409	0.098	0.5428	0.644021	0.0292756	0.127
247600	0.5535	0.637523	0.023774	0.1	0.5198	0.655134	0.0231865	0.173	0.5585	0.636533	0.0253463	0.112
247700	0.5536	0.637259	0.0247443	0.111	0.5335	0.652448	0.0263141	0.159	0.5547	0.657261	0.0288141	0.111
247800	0.5497	0.636848	0.0243967	0.1	0.5808	0.64404	0.0275044	0.073	0.5866	0.666751	0.0290753	0.094
247900	0.531	0.623939	0.0241996	0.117	0.5557	0.639965	0.0215819	0.106	0.5479	0.670653	0.0319957	0.114
248000	0.5297	0.626589	0.0213505	0.115	0.559	0.636784	0.018101	0.1	0.5497	0.674866	0.0243319	0.127
248100	0.5117	0.616098	0.0161263	0.131	0.5248	0.634479	0.0213898	0.133	0.5776	0.68293	0.0275116	0.112
248200	0.5443	0.622503	0.0139833	0.107	0.5217	0.656061	0.0217233	0.137	0.5897	0.680609	0.0344944	0.095
248300	0.5035	0.624541	0.0157687	0.141	0.5431	0.654218	0.0212272	0.137	0.5815	0.691467	0.0316465	0.117
248400	0.5368	0.62489	0.0137182	0.11	0.5591	0.666165	0.0253497	0.138	0.565	0.697946	0.0243428	0.13
248500	0.5405	0.620287	0.0133112	0.115	0.5617	0.678528	0.0294982	0.133	0.575	0.702107	0.0260608	0.149
248600	0.5635	0.627204	0.0188915	0.09	0.5388	0.680343	0.0227032	0.153	0.578	0.702288	0.0258752	0.115
248700	0.5474	0.628234	0.0238258	0.095	0.5687	0.682691	0.0199	0.129	0.5923	0.708433	0.0266861	0.103
248800	0.5587	0.627874	0.028853	0.095	0.5752	0.67367	0.0156171	0.101	0.5477	0.706838	0.0283088	0.194
248900	0.5744	0.631822	0.0304341	0.076	0.5849	0.681455	0.0160277	0.099	0.5424	0.713289	0.0225329	0.175
249000	0.5387	0.645227	0.0184057	0.132	0.5972	0.687788	0.0193131	0.09	0.5249	0.710735	0.0256291	0.182
249100	0.5672	0.653382	0.0143154	0.099	0.5748	0.684085	0.0200143	0.131	0.5558	0.709074	0.0236045	0.135
249200	0.5348	0.654015	0.00835698	0.146	0.5626	0.688561	0.0200144	0.127	0.603	0.714426	0.0251503	0.123
249300	0.5633	0.656542	0.0102384	0.102	0.5789	0.68285	0.0330583	0.121	0.5608	0.724018	0.0382853	0.163
249400	0.5448	0.660599	0.0116015	0.129	0.558	0.681188	0.0351941	0.151	0.5583	0.702268	0.0354909	0.14
249500	0.543	0.65942	0.0119799	0.14	0.5822	0.678038	0.039886	0.097	0.5927	0.692563	0.0296353	0.107
249600	0.5601	0.663565	0.0147356	0.127	0.5824	0.67663	0.0434981	0.104	0.5739	0.700128	0.0279461	0.136
249700	0.5468	0.663995	0.0137489	0.116	0.5359	0.658407	0.0517918	0.144	0.5494	0.690988	0.0261522	0.167
249800	0.5552	0.666042	0.0108775	0.149	0.5331	0.664874	0.0497526	0.138	0.5538	0.692064	0.0208968	0.133
249900	0.5638	0.671487	0.0134996	0.137	0.5715	0.669164	0.0427576	0.125	0.5609	0.691048	0.0240642	0.148
250000	0.5443	0.671268	0.014387	0.139	0.5837	0.667782	0.0513401	0.101	0.5784	0.695127	0.0162915	0.151
250100	0.5589	0.667304	0.015046	0.135	0.5642	0.690849	0.052042	0.135	0.5622	0.698655	0.0130461	0.123
250200	0.5867	0.669571	0.0216082	0.086	0.5533	0.699422	0.0505286	0.125	0.554	0.699516	0.0104521	0.145
250300	0.577	0.667763	0.0241582	0.109	0.5458	0.682421	0.0501013	0.169	0.5992	0.705373	0.0168886	0.116
250400	0.5352	0.673618	0.0269334	0.132	0.5722	0.671298	0.037733	0.108	0.5847	0.702977	0.0121343	0.096
250500	0.5616	0.676002	0.029552	0.117	0.5407	0.673221	0.0241271	0.166	0.5675	0.704967	0.0165503	0.129
250600	0.5407	0.658776	0.0431739	0.129	0.569	0.665426	0.0218144	0.11	0.5487	0.715821	0.0159028	0.158
250700	0.5618	0.651407	0.0405169	0.104	0.5687	0.670426	0.0268095	0.096	0.5708	0.712473	0.0122002	0.144
250800	0.5606	0.6685	0.039783	0.126	0.5802	0.680311	0.0323453	0.105	0.5461	0.710257	0.013049	0.165
250900	0.5425	0.688923	0.0278071	0.148	0.5587	0.672358	0.0336908	0.135	0.5542	0.710242	0.0176922	0.163
251000	0.5579	0.693673	0.0248947	0.157	0.5541	0.671399	0.0371276	0.124	0.5743	0.722197	0.0143792	0.161
251100	0.5725	0.687611	0.0266464	0.115	0.5688	0.680777	0.0427951	0.11	0.5878	0.723375	0.015965	0.124
251200	0.5808	0.689934	0.0282322	0.121	0.5391	0.688984	0.0488154	0.157	0.5644	0.720261	0.0199806	0.162
251300	0.5259	0.686326	0.0388449	0.157	0.56	0.713978	0.0415801	0.119	0.5606	0.721843	0.0246173	0.145
251400	0.5322	0.670381	0.0432993	0.139	0.6035	0.722244	0.0301168	0.106	0.6091	0.713233	0.032879	0.118
251500	0.5432	0.674292	0.0428297	0.16	0.5966	0.712174	0.0314454	0.114	0.5983	0.717076	0.0259672	0.129
251600	0.5566	0.682847	0.0439317	0.135	0.5601	0.720234	0.0354215	0.147	0.5535	0.723145	0.0209878	0.176
251700	0.5696	0.67492	0.0541409	0.12	0.6056	0.731181	0.0344488	0.116	0.5603	0.714235	0.0179444	0.141
251800	0.5713	0.68315	0.0520909	0.139	0.5567	0.696262	0.0548752	0.118	0.5592	0.706739	0.0229518	0.153
251900	0.5567	0.682628	0.0454282	0.136	0.5645	0.677825	0.0439559	0.113	0.5623	0.706389	0.023705	0.151
252000	0.5608	0.671327	0.0380537	0.104	0.5561	0.679586	0.0348194	0.138	0.5691	0.702783	0.02848	0.134
252100	0.5521	0.663072	0.0399083	0.117	0.5695	0.671638	0.0268369	0.107	0.5558	0.705724	0.0309148	0.157
252200	0.5464	0.675428	0.047913	0.125	0.5702	0.668936	0.0258786	0.11	0.5794	0.711317	0.0295703	0.136
252300	0.5763	0.672668	0.0421568	0.107	0.5577	0.674609	0.0248727	0.13	0.6209	0.717001	0.0302111	0.104
252400	0.5365	0.665165	0.0397533	0.159	0.5249	0.673581	0.0303801	0.147	0.5995	0.712857	0.0283521	0.101
252500	0.5856	0.653097	0.0399622	0.089	0.565	0.662407	0.0310571	0.116	0.5821	0.708144	0.0344175	0.154
252600	0.5628	0.667047	0.0415466	0.133	0.5475	0.670426	0.0316189	0.152	0.557	0.701737	0.0426609	0.143
252700	0.5411	0.651406	0.033225	0.127	0.5598	0.676538	0.0378023	0.126	0.5746	0.684903	0.0354933	0.111
252800	0.5584	0.671541	0.0520212	0.121	0.5671	0.683333	0.0351203	0.114	0.5347	0.680829	0.0359043	0.175
252900	0.5985	0.704422	0.0384333	0.119	0.5537	0.66175	0.027896	0.109	0.5664	0.696365	0.036927	0.148
253000	0.5913	0.71424	0.0404064	0.156	0.5642	0.677552	0.0325898	0.129	0.5585	0.712339	0.0482534	0.151
253100	0.5899	0.736528	0.0425298	0.145	0.5836	0.67496	0.0287791	0.103	0.5735	0.691919	0.0564435	0.132
253200	0.5958	0.750014	0.0247429	0.118	0.5452	0.665801	0.0269477	0.132	0.5417	0.666323	0.0477006	0.142
253300	0.6513	0.741546	0.0195014	0.091	0.5309	0.650182	0.0183716	0.162	0.5517	0.650283	0.0517465	0.106
253400	0.553	0.738305	0.0236633	0.17	0.5549	0.645476	0.020721	0.094	0.583	0.669306	0.064817	0.084
253500	0.5765	0.728183	0.0247123	0.134	0.5736	0.643145	0.0244088	0.094	0.5571	0.639489	0.0537284	0.098
253600	0.5661	0.720658	0.0153059	0.158	0.5554	0.652004	0.0287684	0.119	0.5686	0.650092	0.0703115	0.102
253700	0.5743	0.720023	0.0134792	0.167	0.5357	0.668888	0.03348	0.152	0.547	0.634708	0.0689151	0.125
253800	0.5632	0.719042	0.0125828	0.162	0.5747	0.68197	0.0248781	0.129	0.5379	0.609325	0.0416542	0.097
253900	0.5516	0.707254	0.015739	0.149	0.5347	0.689703	0.0248296	0.175	0.522	0.599612	0.013207	0.12
254000	0.5383	0.699174	0.0157807	0.157	0.5532	0.700391	0.0241908	0.143	0.5485	0.60317	0.0133399	0.079
254100	0.5779	0.695119	0.0159961	0.116	0.5934	0.708475	0.0190446	0.121	0.5222	0.602959	0.0126998	0.117
254200	0.5478	0.688946	0.0176558	0.154	0.5478	0.704363	0.0178692	0.164	0.5309	0.610865	0.01439	0.095
254300	0.5744	0.69498	0.0199631	0.124	0.5822	0.701131	0.0177425	0.115	0.5404	0.617143	0.0104304	0.101
254400	0.5635	0.701109	0.0260757	0.149	0.592	0.704344	0.0232183	0.115	0.5261	0.611373	0.0145903	0.133
254500	0.5852	0.712458	0.0264863	0.129	0.5636	0.695084	0.0206918	0.121	0.5127	0.619336	0.0190271	0.123
254600	0.5482	0.697171	0.0268421	0.157	0.5883	0.693907	0.0182269	0.104	0.5398	0.618301	0.0191124	0.101
254700	0.5796	0.686647	0.0221541	0.112	0.5951	0.6864	0.0203103	0.1	0.5392	0.636105	0.0215317	0.117
254800	0.5666	0.671674	0.0264554	0.106	0.5631	0.676554	0.0204953	0.116	0.5395	0.636256	0.0235513	0.109
254900	0.5493	0.675139	0.0306145	0.142	0.5594	0.677415	0.024365	0.126	0.5264	0.64909	0.0368098	0.14
255000	0.5754	0.686357	0.0398892	0.118	0.5563	0.684178	0.0274826	0.126	0.5647	0.638153	0.045246	0.081
255100	0.5854	0.704147	0.0477858	0.12	0.5822	0.682858	0.0316858	0.108	0.5377	0.657202	0.0453447	0.117
255200	0.5325	0.678662	0.0478217	0.168	0.5272	0.692943	0.0322812	0.17	0.5514	0.666241	0.0460565	0.131
255300	0.5585	0.657102	0.0306237	0.122	0.5365	0.680489	0.0260762	0.149	0.5535	0.671387	0.0429244	0.153
255400	0.5653	0.653251	0.0269212	0.117	0.5728	0.675568	0.015945	0.112	0.5593	0.664167	0.0471034	0.105
255500	0.584	0.658357	0.0285659	0.102	0.565	0.674729	0.0261761	0.119	0.5333	0.656961	0.0592145	0.157
255600	0.5596	0.665912	0.0327841	0.13	0.556	0.667453	0.0217932	0.122	0.5693	0.672243	0.0629836	0.103
255700	0.5384	0.656729	0.0279139	0.154	0.5439	0.664838	0.0241043	0.133	0.5699	0.657536	0.0627413	0.102
255800	0.5564	0.648619	0.019589	0.107	0.5803	0.667866	0.022209	0.112	0.5243	0.623097	0.0312703	0.127
255900	0.5643	0.658328	0.0192015	0.108	0.5572	0.668819	0.0240177	0.137	0.525	0.642739	0.0538858	0.131
256000	0.5821	0.672716	0.0200151	0.107	0.5519	0.670405	0.023779	0.151	0.5482	0.640619	0.0504452	0.131
256100	0.5449	0.668099	0.0188815	0.152	0.532	0.656226	0.0229543	0.15	0.5661	0.664027	0.0573667	0.11
256200	0.5545	0.673452	0.0234753	0.131	0.5658	0.668405	0.0214983	0.105	0.5949	0.66073	0.0594978	0.079
256300	0.5859	0.678905	0.0219291	0.1	0.5755	0.669574	0.0288981	0.091	0.5705	0.659155	0.0582817	0.087
256400	0.5542	0.682119	0.016529	0.138	0.5653	0.667901	0.0254741	0.129	0.5434	0.651381	0.069718	0.153
256500	0.569	0.681304	0.0175289	0.11	0.5532	0.659007	0.0191726	0.119	0.582	0.664178	0.0630041	0.079
256600	0.5745	0.677151	0.0236296	0.108	0.5399	0.65933	0.0180576	0.144	0.5454	0.674731	0.0424192	0.134
256700	0.5433	0.671661	0.0261055	0.137	0.5286	0.662762	0.0161953	0.143	0.5515	0.684992	0.0275158	0.131
256800	0.5694	0.680939	0.0319915	0.121	0.5751	0.663336	0.0185684	0.09	0.5653	0.68869	0.0172354	0.151
256900	0.567	0.66189	0.0266531	0.131	0.5548	0.664468	0.0231209	0.121	0.5749	0.682176	0.0155887	0.121
257000	0.5056	0.664075	0.0193834	0.171	0.5372	0.664845	0.0174835	0.137	0.5408	0.6794	0.0133747	0.142
257100	0.5615	0.656793	0.0253792	0.095	0.5428	0.657646	0.0214021	0.129	0.5484	0.682778	0.0138572	0.143
257200	0.5556	0.668931	0.0213255	0.127	0.5704	0.660816	0.0114689	0.096	0.5765	0.685656	0.0186257	0.096
257300	0.5665	0.677126	0.0254384	0.119	0.5608	0.659804	0.00947244	0.101	0.5471	0.690552	0.019324	0.139
257400	0.588	0.67746	0.0283524	0.091	0.5449	0.659776	0.0133618	0.131	0.5699	0.693448	0.0222375	0.12
257500	0.5586	0.675555	0.0212016	0.123	0.5322	0.655411	0.0223544	0.129	0.5871	0.689451	0.0226928	0.117
257600	0.5449	0.670585	0.0170458	0.126	0.5894	0.651315	0.0146327	0.066	0.5694	0.691533	0.0260443	0.138
257700	0.5607	0.671227	0.0191918	0.125	0.5693	0.650673	0.0170605	0.105	0.5736	0.696637	0.0335924	0.137
257800	0.5835	0.670075	0.0253029	0.098	0.5484	0.666177	0.0230611	0.12	0.5839	0.69152	0.0316602	0.117
257900	0.5528	0.686541	0.0229712	0.163	0.556	0.680223	0.0310076	0.146	0.5437	0.694906	0.0329565	0.152
258000	0.5531	0.689732	0.0153622	0.163	0.5677	0.677906	0.0321577	0.11	0.6129	0.704349	0.0353386	0.108
258100	0.5473	0.690203	0.0248942	0.135	0.5266	0.673895	0.0360603	0.143	0.5636	0.705756	0.033404	0.149
258200	0.5656	0.686792	0.0250931	0.131	0.5928	0.687721	0.0543691	0.113	0.5544	0.700403	0.0354851	0.138
258300	0.5858	0.680114	0.0259477	0.104	0.5283	0.681536	0.0606197	0.152	0.5429	0.687416	0.0253037	0.152
258400	0.5491	0.677256	0.025066	0.145	0.5523	0.686215	0.0572846	0.144	0.5737	0.695912	0.0349301	0.124
258500	0.5611	0.675911	0.0318089	0.12	0.5333	0.656685	0.0434745	0.145	0.5708	0.703898	0.0318619	0.14
258600	0.5435	0.68051	0.0285971	0.141	0.5637	0.662082	0.0506592	0.129	0.5449	0.707101	0.0331005	0.172
258700	0.5058	0.667142	0.0287372	0.188	0.5476	0.655431	0.0518661	0.126	0.5945	0.705603	0.0202012	0.138
258800	0.5695	0.677315	0.0290419	0.114	0.548	0.681772	0.0700882	0.157	0.5305	0.702966	0.0223228	0.182
258900	0.5757	0.672413	0.0282566	0.104	0.5701	0.69578	0.0755924	0.114	0.5645	0.695036	0.0222584	0.128
259000	0.5429	0.667101	0.0275401	0.147	0.5304	0.702917	0.0801887	0.197	0.562	0.701693	0.039628	0.136
259100	0.575	0.663526	0.0364736	0.102	0.559	0.683286	0.0785641	0.134	0.5765	0.689203	0.0384811	0.12
259200	0.5368	0.665124	0.0403822	0.15	0.5449	0.649378	0.0572974	0.097	0.5605	0.698854	0.0364243	0.135
259300	0.5714	0.674994	0.0280949	0.102	0.5525	0.646138	0.0592577	0.112	0.5656	0.700972	0.030846	0.138
259400	0.5235	0.674152	0.025836	0.139	0.5533	0.632576	0.0469675	0.111	0.5612	0.691527	0.0280215	0.147
259500	0.5649	0.685535	0.0231123	0.132	0.5524	0.648061	0.0648989	0.099	0.5835	0.703239	0.0369052	0.132
259600	0.554	0.675581	0.0191759	0.12	0.5606	0.635471	0.0585172	0.091	0.5685	0.704033	0.0363281	0.144
259700	0.543	0.689285	0.0202366	0.142	0.5464	0.612608	0.0479361	0.095	0.5696	0.709386	0.039965	0.145
259800	0.593	0.690247	0.0263989	0.127	0.5149	0.64655	0.0852946	0.15	0.5796	0.693361	0.0370774	0.122
259900	0.5665	0.685522	0.0197678	0.129	0.5557	0.669533	0.0864187	0.125	0.5934	0.680736	0.0346593	0.102
260000	0.5786	0.684134	0.017287	0.102	0.5406	0.640077	0.0735379	0.109	0.5733	0.677798	0.0317018	0.12
